,r,gofr
0,0.03,-0.018251164752798546
1,0.09,-0.05475349425839564
2,0.15,-0.09125582376399273
3,0.21,-0.1277581532695898
4,0.27,-0.16426048277518693
5,0.32999999999999996,-0.200762812280784
6,0.39,-0.23726514178638108
7,0.44999999999999996,-0.27376747129197815
8,0.51,-0.3102698007975753
9,0.5700000000000001,-0.3467721303031724
10,0.6299999999999999,-0.3832744598087694
11,0.69,-0.4197767893143665
12,0.75,-0.45627911881996364
13,0.81,-0.4927814483255608
14,0.8699999999999999,-0.5292837778311578
15,0.9299999999999999,-0.5657861073367549
16,0.99,-0.6022884368423521
17,1.05,-0.6387907663479492
18,1.1099999999999999,-0.6752930958535461
19,1.17,-0.7117954253591432
20,1.23,-0.7482977548647404
21,1.29,-0.7848000843703375
22,1.3499999999999999,-0.8213024138759346
23,1.41,-0.8578047433815317
24,1.47,-0.8943070728871287
25,1.53,-0.9308094023927259
26,1.5899999999999999,-0.9673117318983229
27,1.65,-1.0038140614039202
28,1.71,-1.0403163909095172
29,1.77,-1.076818720415114
30,1.8299999999999998,-1.1133210499207111
31,1.89,-1.1498233794263082
32,1.95,-1.1863257089319055
33,2.01,-1.2228280384375023
34,2.0700000000000003,-1.2593303679430998
35,2.13,-1.2956948574945253
36,2.19,-1.3157781234318087
37,2.25,-0.7325058669777963
38,2.3099999999999996,4.37131163418251
39,2.37,11.119032354008475
40,2.4299999999999997,6.3454062317375275
41,2.49,0.024571425769292485
42,2.55,-1.438397444681303
43,2.61,-1.5853764971339932
44,2.67,-1.6242436981448154
45,2.7299999999999995,-1.6608559925046673
46,2.79,-1.6973583220102648
47,2.8499999999999996,-1.7338606515158617
48,2.91,-1.770362981021459
49,2.9699999999999998,-1.8068653105270558
50,3.0300000000000002,-1.8433676400326535
51,3.09,-1.8798699695382504
52,3.15,-1.9163722990438472
53,3.21,-1.9528746285494445
54,3.2699999999999996,-1.9893769580550413
55,3.33,-2.0258792875606386
56,3.3899999999999997,-2.0623383116308687
57,3.45,-2.098671184893531
58,3.51,-2.1297817286182017
59,3.57,-2.1204037694908098
60,3.63,-1.8548434649338237
61,3.6899999999999995,-0.6231044435087357
62,3.75,2.6851143833674347
63,3.8099999999999996,7.736478908934666
64,3.87,11.071359932093914
65,3.9299999999999997,9.40609417609672
66,3.9899999999999998,4.344532037216331
67,4.05,0.1090138849234448
68,4.109999999999999,-1.8785351688168674
69,4.17,-2.4159107698416684
70,4.23,-2.442225177679457
71,4.29,-2.0827122321720246
72,4.35,-0.9340763485652968
73,4.41,1.4663903703802532
74,4.47,4.785504129987726
75,4.529999999999999,7.152160650585561
76,4.59,6.649447601146184
77,4.65,3.649972070850452
78,4.71,0.3611478724363918
79,4.77,-1.732647187600479
80,4.83,-2.621205946662467
81,4.89,-2.9133347793607896
82,4.949999999999999,-3.0024854462009816
83,5.01,-3.046186340021941
84,5.07,-3.0792636971621192
85,5.13,-3.0953365434297697
86,5.1899999999999995,-3.046596189095751
87,5.25,-2.8054028907458557
88,5.31,-2.1700677655263525
89,5.369999999999999,-1.0183944195794632
90,5.43,0.2366340359101018
91,5.49,-1.3201124873000958
92,5.55,-3.3759099901872935
93,5.609999999999999,-3.4062162174050394
94,5.67,-3.394682573621919
95,5.73,-3.165019104080002
96,5.789999999999999,-2.240833835361285
97,5.85,-0.11784847053854433
98,5.91,2.8559247046825273
99,5.97,4.60244822825759
