,r,gofr
0,0.03,-0.009220024714922975
1,0.09,-0.027660074144768926
2,0.15,-0.046100123574614876
3,0.21,-0.06454017300446083
4,0.27,-0.08298022243430678
5,0.32999999999999996,-0.10142027186415271
6,0.39,-0.11986032129399868
7,0.44999999999999996,-0.13830037072384463
8,0.51,-0.15674042015369058
9,0.5700000000000001,-0.17518046958353656
10,0.6299999999999999,-0.19362051901338245
11,0.69,-0.2120605684432284
12,0.75,-0.23050061787307438
13,0.81,-0.24894066730292036
14,0.8699999999999999,-0.26738071673276625
15,0.9299999999999999,-0.2858207661626122
16,0.99,-0.30426081559245816
17,1.05,-0.32270086502230416
18,1.1099999999999999,-0.34114091445215006
19,1.17,-0.359580963881996
20,1.23,-0.37802101331184196
21,1.29,-0.39646106274168796
22,1.3499999999999999,-0.41490111217153386
23,1.41,-0.4333411616013798
24,1.47,-0.45178121103122576
25,1.53,-0.47022126046107177
26,1.5899999999999999,-0.48866130989091766
27,1.65,-0.5071013593207636
28,1.71,-0.5255414087506096
29,1.77,-0.5439814581804555
30,1.8299999999999998,-0.5624215076103014
31,1.89,-0.5808615570401474
32,1.95,-0.5993016064699934
33,2.01,-0.6177416558998393
34,2.0700000000000003,-0.6360540398937873
35,2.13,-0.6446961780481935
36,2.19,-0.49121065241562045
37,2.25,0.5091074557721363
38,2.3099999999999996,2.8344940828341603
39,2.37,3.8486502015722897
40,2.4299999999999997,2.27219255790899
41,2.49,0.3877755751652242
42,2.55,-0.47320633962825476
43,2.61,-0.7214422919884923
44,2.67,-0.7834649477640595
45,2.7299999999999995,-0.8199518324296269
46,2.79,-0.8424961438088531
47,2.8499999999999996,-0.8682058833306046
48,2.91,-0.8905280960196931
49,2.9699999999999998,-0.9097570538954446
50,3.0300000000000002,-0.9291292105131279
51,3.09,-0.9417085580833446
52,3.15,-0.9425137763030237
53,3.21,-0.9219961784580479
54,3.2699999999999996,-0.8498099732234285
55,3.33,-0.6308139604796619
56,3.3899999999999997,-0.24746645760467414
57,3.45,0.06437790744242308
58,3.51,0.27533200113550016
59,3.57,0.5730353648045936
60,3.63,0.9271225992213865
61,3.6899999999999995,1.2254786781854419
62,3.75,1.433004103664756
63,3.8099999999999996,1.4696421099104255
64,3.87,1.4289074616432826
65,3.9299999999999997,1.2520730572455616
66,3.9899999999999998,0.9529618605371847
67,4.05,0.655314786063199
68,4.109999999999999,0.36987045920538775
69,4.17,0.1542821009616838
70,4.23,0.027319533288656567
71,4.29,-0.05847460248098118
72,4.35,-0.12023539571154956
73,4.41,-0.15319069225778142
74,4.47,-0.18120382788459152
75,4.529999999999999,-0.2068631306799089
76,4.59,-0.2772444054474424
77,4.65,-0.3143440904932667
78,4.71,-0.3779016251611137
79,4.77,-0.4148378039217349
80,4.83,-0.42039942762743576
81,4.89,-0.39649799575133876
82,4.949999999999999,-0.3895867467324304
83,5.01,-0.3909843581019951
84,5.07,-0.3486860633306465
85,5.13,-0.28081353691478245
86,5.1899999999999995,-0.19538274848200868
87,5.25,-0.09113311658820308
88,5.31,-0.008369912039954342
89,5.369999999999999,0.07562605772808317
90,5.43,0.18753428002279238
91,5.49,0.2915869525010687
92,5.55,0.33884880215354424
93,5.609999999999999,0.3099427527608015
94,5.67,0.2231344743425278
95,5.73,0.11086837899343381
96,5.789999999999999,-0.02086060117682349
97,5.85,-0.24107089770375043
98,5.91,-0.44296406997971843
99,5.97,-0.5711811010353376
