,ppm,exp,pred
0,49.0,14.02071,13.97915880226594
1,48.0,14.03755,13.987306102417207
2,47.0,14.05545,13.995996079349203
3,46.0,14.07374,14.005276199931677
4,45.0,14.08896,14.015198980784406
5,44.0,14.10407,14.025822601868118
6,43.0,14.12365,14.037211599108
7,42.0,14.15194,14.04943764531932
8,41.0,14.17102,14.06258042908342
9,40.0,14.18827,14.076728641208797
10,39.0,14.21173,14.091981077752886
11,38.0,14.24334,14.10844786690453
12,37.0,14.26524,14.12625182379745
13,36.0,14.28723,14.145529931773265
14,35.0,14.31928,14.166434939654707
15,34.0,14.34947,14.189137050718095
16,33.0,14.38045,14.21382565820974
17,32.0,14.41352,14.240711051683212
18,31.0,14.44582,14.270025974576646
19,30.0,14.48565,14.302026851867833
20,29.0,14.52508,14.336994422159831
21,28.0,14.56529,14.375233395713916
22,27.0,14.60518,14.417070614145269
23,26.0,14.65279,14.462851007055685
24,25.0,14.69923,14.51293043061553
25,24.0,14.75396,14.567664249709772
26,23.0,14.81032,14.62739032447839
27,22.0,14.86696,14.692404946851685
28,21.0,14.93118,14.762930339744099
29,20.0,14.99553,14.839072711821137
30,19.0,15.06979,14.920770706369371
31,18.0,15.13884,15.007735533149939
32,17.0,15.21884,15.099386193220155
33,16.0,15.29839,15.194785907718806
34,15.0,15.38473,15.292588807533987
35,14.0,15.47296,15.39100849985482
36,13.0,15.55257,15.487821405457295
37,12.0,15.63217,15.580416767016645
38,11.0,15.71203,15.66590118578797
39,10.0,15.77645,15.741258274610543
40,9.0,15.82703,15.803554275545618
41,8.0,15.87548,15.850170066377869
42,7.0,15.90009,15.879031405979656
43,6.0,15.91552,15.888805158467422
44,5.0,15.89859,15.879031405979656
45,4.0,15.85698,15.850170066377869
46,3.0,15.78879,15.803554275545618
47,2.0,15.70973,15.741258274610543
48,1.0,15.60669,15.66590118578797
49,0.0,15.50397,15.580416767016645
50,-1.0,15.38736,15.487821405457295
51,-2.0,15.26663,15.39100849985482
52,-3.0,15.15161,15.292588807533987
53,-4.0,15.04054,15.194785907718806
54,-5.0,14.93738,15.099386193220155
55,-6.0,14.84208,15.007735533149939
56,-7.0,14.75927,14.920770706369371
57,-8.0,14.67335,14.839072711821137
58,-9.0,14.60418,14.762930339744099
59,-10.0,14.54029,14.692404946851685
60,-11.0,14.47517,14.62739032447839
61,-12.0,14.42379,14.567664249709772
62,-13.0,14.37001,14.51293043061553
63,-14.0,14.32769,14.462851007055685
64,-15.0,14.28809,14.417070614145269
65,-16.0,14.24825,14.375233395713916
66,-17.0,14.21594,14.336994422159831
67,-18.0,14.18491,14.302026851867833
68,-19.0,14.15124,14.270025974576646
69,-20.0,14.12755,14.240711051683212
70,-21.0,14.10444,14.21382565820974
71,-22.0,14.07793,14.189137050718095
72,-23.0,14.05741,14.166434939654707
73,-24.0,14.04371,14.145529931773265
74,-25.0,14.02029,14.12625182379745
75,-26.0,14.00418,14.10844786690453
76,-27.0,13.99541,14.091981077752886
77,-28.0,13.97873,14.076728641208797
78,-29.0,13.96662,14.06258042908342
79,-30.0,13.95046,14.04943764531932
80,-31.0,13.93531,14.037211599108
81,-32.0,13.92663,14.025822601868118
82,-33.0,13.9204,14.015198980784406
83,-34.0,13.90456,14.005276199931677
84,-35.0,13.89054,13.995996079349203
85,-36.0,13.88917,13.987306102417207
86,-37.0,13.87403,13.97915880226594
87,-38.0,13.87188,13.971511218548692
88,-39.0,13.85876,13.96432441662071
89,-40.0,13.85834,13.957563061913747
90,-41.0,13.84405,13.951195043035417
91,-42.0,13.84321,13.945191137826695
92,-43.0,13.83425,13.939524717264835
93,-44.0,13.82785,13.93417148269599
94,-45.0,13.82292,13.929109232420036
95,-46.0,13.81247,13.924317654130972
96,-47.0,13.8125,13.919778140143178
97,-48.0,13.80336,13.915473622710646
98,-49.0,13.79715,13.91138842707802
