,ppm,exp,pred
0,49.0,2.50395,2.4847056158171723
1,48.0,2.50395,2.4893472567746335
2,47.0,2.5023299999999997,2.481646038188145
3,46.0,2.51928,2.48714536917134
4,45.0,2.51914,2.501829355965084
5,44.0,2.5349399999999997,2.5081084014202326
6,43.0,2.53606,2.5201211303790787
7,42.0,2.54332,2.528320708539678
8,41.0,2.55,2.537505633638858
9,40.0,2.5647200000000003,2.547767088149512
10,39.0,2.57643,2.5592689492737284
11,38.0,2.5817300000000003,2.5722045493338035
12,37.0,2.59601,2.586802257668548
13,36.0,2.61149,2.6033318959691
14,35.0,2.6263199999999998,2.622111871660575
15,34.0,2.64209,2.643516666086387
16,33.0,2.65857,2.6679838600590973
17,32.0,2.6831899999999997,2.696019084172398
18,31.0,2.70578,2.72819594805798
19,30.0,2.7393,2.765145877237413
20,29.0,2.7701200000000004,2.8075296249948565
21,28.0,2.81836,2.865746021457487
22,27.0,2.8679699999999997,2.920357033079146
23,26.0,2.93323,2.9823459493047695
24,25.0,2.9938399999999996,3.0596470308879797
25,24.0,3.07787,3.132783168964478
26,23.0,3.18452,3.208559798359807
27,22.0,3.26675,3.2830420804057465
28,21.0,3.34671,3.3600217763304925
29,20.0,3.3975600000000004,3.413639747421246
30,19.0,3.4277499999999996,3.4597325851634007
31,18.0,3.43706,3.4721736377236208
32,17.0,3.44038,3.4692125851634006
33,16.0,3.4403500000000005,3.442811747421246
34,15.0,3.4405,3.3916417763304927
35,14.0,3.46028,3.3391180804057465
36,13.0,3.5083200000000003,3.283739798359807
37,12.0,3.57172,3.217587168964478
38,11.0,3.6739100000000002,3.16434703088798
39,10.0,3.82088,3.1231899493047695
40,9.0,4.01262,3.0974650330791462
41,8.0,4.19914,3.080198021457487
42,7.0,4.35295,3.0884856249948562
43,6.0,4.37195,3.096513877237413
44,5.0,4.24465,3.14681594805798
45,4.0,4.10901,3.222711084172398
46,3.0,3.99244,3.328331860059097
47,2.0,3.94025,3.463812666086387
48,1.0,3.91897,3.618171871660575
49,0.0,3.8871599999999997,3.7633958959691
50,-1.0,3.76455,3.7921062576685474
51,-2.0,3.57212,3.6954045493338032
52,-3.0,3.36156,3.520576949273728
53,-4.0,3.2180400000000002,3.334979088149512
54,-5.0,3.0962199999999998,3.178293633638858
55,-6.0,2.9857899999999997,3.043360708539678
56,-7.0,2.91592,2.9407451303790784
57,-8.0,2.84227,2.8557244014202325
58,-9.0,2.78878,2.787729355965084
59,-10.0,2.7488099999999998,2.72374936917134
60,-11.0,2.71087,2.679466038188145
61,-12.0,2.6689100000000003,2.6488992567746332
62,-13.0,2.65234,2.615229615817172
63,-14.0,2.6274100000000002,2.592893072887926
64,-15.0,2.6053300000000004,2.570339843575926
65,-16.0,2.58049,2.5482414755841885
66,-17.0,2.57087,2.545406073548043
67,-18.0,2.55064,2.5229856483126376
68,-19.0,2.5439,2.5104515691678713
69,-20.0,2.53464,2.499142101435319
70,-21.0,2.51891,2.4965260149801947
71,-22.0,2.519,2.4839262518098075
72,-23.0,2.5038400000000003,2.4825916430266997
73,-24.0,2.5039800000000003,2.471496667119911
74,-25.0,2.50638,2.4697212429756052
75,-26.0,2.4885900000000003,2.46802655212907
76,-27.0,2.48774,2.4669668857126905
77,-28.0,2.4764,2.455601512318487
78,-29.0,2.4731899999999998,2.454250563621052
79,-30.0,2.47325,2.443586935122892
80,-31.0,2.4733400000000003,2.442252199810005
81,-32.0,2.4674199999999997,2.4410845328576953
82,-33.0,2.4583399999999997,2.439982645818599
83,-34.0,2.45793,2.438941728967628
84,-35.0,2.45751,2.4379574006807965
85,-36.0,2.45684,2.437025662893925
86,-37.0,2.45599,2.4361428618287486
87,-38.0,2.46242,2.435305653292875
88,-39.0,2.45721,2.4345109719600764
89,-40.0,2.4534599999999998,2.4337560041218853
90,-41.0,2.44267,2.433038163472887
91,-42.0,2.44566,2.432355069552684
92,-43.0,2.44325,2.431704528518992
93,-44.0,2.4425499999999998,2.4310845159701913
94,-45.0,2.44252,2.4304931615730805
95,-46.0,2.44254,2.4299287352836356
96,-47.0,2.44285,2.429389634976034
97,-48.0,2.42719,2.428874375318804
98,-49.0,2.42719,2.428381577757286
