# r, g0(r), g1(r), g2(r), g3(r), g4(r), gelse(r)
   0.401250E+01    0.000000E+00    0.481926E-04    0.388501E-01    0.297871E+00    0.268309E+00    0.799171E-01
   0.403750E+01    0.000000E+00    0.271986E-04    0.483184E-01    0.320339E+00    0.282240E+00    0.805012E-01
   0.406250E+01    0.000000E+00    0.604461E-04    0.603185E-01    0.340882E+00    0.290416E+00    0.785866E-01
   0.408750E+01    0.000000E+00    0.530746E-04    0.735879E-01    0.367336E+00    0.300668E+00    0.776813E-01
   0.411250E+01    0.000000E+00    0.124524E-03    0.885761E-01    0.394932E+00    0.311311E+00    0.777752E-01
   0.413750E+01    0.000000E+00    0.161874E-03    0.107309E+00    0.416404E+00    0.325230E+00    0.760029E-01
   0.416250E+01    0.000000E+00    0.204717E-03    0.127654E+00    0.442233E+00    0.328264E+00    0.744018E-01
   0.418750E+01    0.000000E+00    0.284456E-03    0.148360E+00    0.466495E+00    0.336828E+00    0.734971E-01
   0.421250E+01    0.000000E+00    0.399772E-03    0.174863E+00    0.494243E+00    0.342742E+00    0.708659E-01
   0.423750E+01    0.000000E+00    0.611122E-03    0.203411E+00    0.520398E+00    0.351241E+00    0.677667E-01
   0.426250E+01    0.000000E+00    0.597874E-03    0.231133E+00    0.546933E+00    0.353514E+00    0.675049E-01
   0.428750E+01    0.000000E+00    0.874323E-03    0.264703E+00    0.566194E+00    0.355813E+00    0.647361E-01
   0.431250E+01    0.000000E+00    0.125758E-02    0.296271E+00    0.589246E+00    0.360920E+00    0.636897E-01
   0.433750E+01    0.000000E+00    0.145523E-02    0.329676E+00    0.610841E+00    0.362451E+00    0.596230E-01
   0.436250E+01    0.000000E+00    0.223652E-02    0.362217E+00    0.624810E+00    0.360010E+00    0.569381E-01
   0.438750E+01    0.000000E+00    0.284449E-02    0.396496E+00    0.643466E+00    0.361378E+00    0.547652E-01
   0.441250E+01    0.000000E+00    0.326780E-02    0.426442E+00    0.661660E+00    0.357271E+00    0.517837E-01
   0.443750E+01    0.000000E+00    0.443007E-02    0.456500E+00    0.674164E+00    0.349621E+00    0.489390E-01
   0.446250E+01    0.000000E+00    0.556060E-02    0.485158E+00    0.682506E+00    0.346655E+00    0.456370E-01
   0.448750E+01    0.000000E+00    0.694645E-02    0.507091E+00    0.686014E+00    0.339947E+00    0.427025E-01
   0.451250E+01    0.000000E+00    0.836121E-02    0.531519E+00    0.692310E+00    0.329865E+00    0.397539E-01
   0.453750E+01    0.000000E+00    0.107727E-01    0.546153E+00    0.692594E+00    0.322569E+00    0.369428E-01
   0.456250E+01    0.000000E+00    0.134080E-01    0.561116E+00    0.692480E+00    0.313612E+00    0.330619E-01
   0.458750E+01    0.000000E+00    0.166963E-01    0.565435E+00    0.689688E+00    0.302498E+00    0.313016E-01
   0.461250E+01    0.000000E+00    0.197564E-01    0.574780E+00    0.685139E+00    0.290792E+00    0.277330E-01
   0.463750E+01    0.000000E+00    0.234868E-01    0.573749E+00    0.680746E+00    0.276188E+00    0.258370E-01
   0.466250E+01    0.000000E+00    0.280489E-01    0.570978E+00    0.672313E+00    0.262235E+00    0.227971E-01
   0.468750E+01    0.000000E+00    0.328103E-01    0.568137E+00    0.660681E+00    0.251687E+00    0.201584E-01
   0.471250E+01    0.000000E+00    0.384377E-01    0.560378E+00    0.648115E+00    0.236506E+00    0.187671E-01
   0.473750E+01    0.000000E+00    0.445275E-01    0.556297E+00    0.645945E+00    0.221630E+00    0.173497E-01
   0.476250E+01    0.000000E+00    0.502873E-01    0.549382E+00    0.628127E+00    0.208436E+00    0.144460E-01
   0.478750E+01    0.000000E+00    0.565001E-01    0.543959E+00    0.616656E+00    0.194856E+00    0.129269E-01
   0.481250E+01    0.957197E-05    0.636919E-01    0.540376E+00    0.598971E+00    0.180015E+00    0.114194E-01
   0.483750E+01    0.947329E-05    0.702965E-01    0.541318E+00    0.585596E+00    0.166905E+00    0.991853E-02
   0.486250E+01    0.187523E-04    0.789517E-01    0.538898E+00    0.570795E+00    0.153445E+00    0.852290E-02
   0.488750E+01    0.417620E-04    0.877142E-01    0.542763E+00    0.551231E+00    0.140339E+00    0.726195E-02
   0.491250E+01    0.119421E-03    0.977278E-01    0.547954E+00    0.533945E+00    0.127234E+00    0.633391E-02
   0.493750E+01    0.345551E-03    0.110340E+00    0.556446E+00    0.517117E+00    0.116937E+00    0.536968E-02
