# r, g0(r), g1(r), g2(r), g3(r), g4(r), gelse(r)
0.401250E+01    0.205020E-01    0.348791E+00    0.318280E+00    0.884537E-01    0.941126E-02    0.635487E-03
0.403750E+01    0.193299E-01    0.349365E+00    0.322503E+00    0.859271E-01    0.870479E-02    0.627641E-03
0.406250E+01    0.180373E-01    0.346458E+00    0.321107E+00    0.886515E-01    0.904818E-02    0.546138E-03
0.408750E+01    0.179850E-01    0.348160E+00    0.321857E+00    0.883869E-01    0.942628E-02    0.590509E-03
0.411250E+01    0.164851E-01    0.349471E+00    0.325366E+00    0.888999E-01    0.867106E-02    0.633765E-03
0.413750E+01    0.161299E-01    0.350234E+00    0.326477E+00    0.895294E-01    0.900061E-02    0.690165E-03
0.416250E+01    0.153041E-01    0.348718E+00    0.328395E+00    0.892937E-01    0.889985E-02    0.527242E-03
0.418750E+01    0.147329E-01    0.346755E+00    0.325471E+00    0.906411E-01    0.882863E-02    0.736298E-03
0.421250E+01    0.143389E-01    0.348156E+00    0.324688E+00    0.899596E-01    0.868983E-02    0.562848E-03
0.423750E+01    0.140820E-01    0.347357E+00    0.329449E+00    0.906582E-01    0.832305E-02    0.732591E-03
0.426250E+01    0.128447E-01    0.345527E+00    0.330242E+00    0.892560E-01    0.804470E-02    0.643576E-03
0.428750E+01    0.125231E-01    0.348181E+00    0.332836E+00    0.902258E-01    0.818307E-02    0.516825E-03
0.431250E+01    0.121753E-01    0.347260E+00    0.333592E+00    0.903027E-01    0.816051E-02    0.523949E-03
0.433750E+01    0.114591E-01    0.344635E+00    0.334471E+00    0.917054E-01    0.772359E-02    0.446712E-03
0.436250E+01    0.115330E-01    0.344178E+00    0.335724E+00    0.906894E-01    0.767372E-02    0.460807E-03
0.438750E+01    0.110413E-01    0.342899E+00    0.339141E+00    0.923606E-01    0.771939E-02    0.499862E-03
0.441250E+01    0.111542E-01    0.345237E+00    0.340382E+00    0.906226E-01    0.762591E-02    0.425400E-03
0.443750E+01    0.106392E-01    0.345811E+00    0.343362E+00    0.912621E-01    0.768250E-02    0.334022E-03
0.446250E+01    0.104286E-01    0.348835E+00    0.345293E+00    0.920346E-01    0.700336E-02    0.244659E-03
0.448750E+01    0.103853E-01    0.354552E+00    0.346193E+00    0.915080E-01    0.695579E-02    0.296377E-03
0.451250E+01    0.109764E-01    0.352704E+00    0.353667E+00    0.922554E-01    0.734550E-02    0.311047E-03
