,t,msd
0,0.0,0.0
1,0.1,0.5456466
2,0.2,0.89498866
3,0.3,1.1502647
4,0.4,1.4918667
5,0.5,1.7836008
6,0.6,2.0736241
7,0.7,2.3801076
8,0.8,2.6645012
9,0.9,2.9655156
10,1.0,3.270406
11,1.1,3.5697806
12,1.2,3.865799
13,1.3,4.157978
14,1.4,4.465707
15,1.5,4.7539864
16,1.6,5.056794
17,1.7,5.3437047
18,1.8,5.6295557
19,1.9,5.920418
20,2.0,6.210128
21,2.1,6.496636
22,2.2,6.791081
23,2.3,7.0701003
24,2.4,7.353996
25,2.5,7.6429944
26,2.6,7.9216866
27,2.7,8.203164
28,2.8,8.499371
29,2.9,8.769565
30,3.0,9.062498
31,3.1,9.354908
32,3.2,9.636881
33,3.3,9.9416
34,3.4,10.221175
35,3.5,10.510297
36,3.6,10.802881
37,3.7,11.082818
38,3.8,11.37692
39,3.9,11.667051
40,4.0,11.955927
41,4.1,12.237464
42,4.2,12.515876
43,4.3,12.805183
44,4.4,13.074999
45,4.5,13.355319
46,4.6,13.641117
47,4.7,13.914848
48,4.8,14.192938
49,4.9,14.466792
50,5.0,14.7507515
51,5.1,15.032437
52,5.2,15.312839
53,5.3,15.602004
54,5.4,15.885748
55,5.5,16.17836
56,5.6,16.465206
57,5.7,16.743603
58,5.8,17.032473
59,5.9,17.319183
60,6.0,17.607206
61,6.1,17.899328
62,6.2,18.188417
63,6.3,18.47808
64,6.4,18.76856
65,6.5,19.053602
66,6.6,19.347065
67,6.7,19.643381
68,6.8,19.934368
69,6.9,20.228752
70,7.0,20.526192
71,7.1,20.823917
72,7.2,21.128036
73,7.3,21.430197
74,7.4,21.734715
75,7.5,22.036594
76,7.6,22.337723
77,7.7,22.636667
78,7.8,22.931082
79,7.9,23.231161
80,8.0,23.528309
81,8.1,23.828661
82,8.2,24.136255
83,8.3,24.432856
84,8.4,24.730156
85,8.5,25.023315
86,8.6,25.303127
87,8.7,25.6008
88,8.8,25.88986
89,8.9,26.175173
90,9.0,26.459692
91,9.1,26.743387
92,9.2,27.026224
93,9.3,27.306602
94,9.4,27.584242
95,9.5,27.860634
96,9.6,28.130781
97,9.7,28.40596
98,9.8,28.674585
99,9.9,28.945166
100,10.0,29.226225
101,10.1,29.492302
102,10.2,29.759571
103,10.3,30.029295
104,10.4,30.299335
105,10.5,30.558027
106,10.6,30.819637
107,10.7,31.082848
108,10.8,31.350674
109,10.9,31.617802
110,11.0,31.888918
111,11.1,32.164974
112,11.2,32.437325
113,11.3,32.71212
114,11.4,32.978706
115,11.5,33.255756
116,11.6,33.518204
117,11.7,33.78336
118,11.8,34.05878
119,11.9,34.33389
120,12.0,34.601307
121,12.1,34.8756
122,12.2,35.14879
123,12.3,35.424305
124,12.4,35.70751
125,12.5,35.986603
126,12.6,36.272194
127,12.7,36.559998
128,12.8,36.848267
129,12.9,37.127403
130,13.0,37.4079
131,13.1,37.69672
132,13.2,37.98173
133,13.3,38.268024
134,13.4,38.550896
135,13.5,38.829475
136,13.6,39.109634
137,13.7,39.393234
138,13.8,39.67512
139,13.9,39.955647
140,14.0,40.229973
141,14.1,40.509533
142,14.2,40.791042
143,14.3,41.07187
144,14.4,41.35354
145,14.5,41.63614
146,14.6,41.91941
147,14.7,42.204514
148,14.8,42.48819
149,14.9,42.770763
150,15.0,43.05908
151,15.1,43.339836
152,15.2,43.623123
153,15.3,43.90857
154,15.4,44.18733
