,t,msd
0,0.0,0.0
1,0.1,1.6329334
2,0.2,2.7086709
3,0.3,3.4431386
4,0.4,4.099618
5,0.5,4.713526
6,0.6,5.2799306
7,0.7,5.811767
8,0.8,6.315414
9,0.9,6.797608
10,1.0,7.253581
11,1.1,7.702104
12,1.2,8.167118
13,1.3,8.610387
14,1.4,9.047109
15,1.5,9.479769
16,1.6,9.892203
17,1.7,10.300502
18,1.8,10.698509
19,1.9,11.101801
20,2.0,11.542195
21,2.1,11.983986
22,2.2,12.4058
23,2.3,12.812611
24,2.4,13.210492
25,2.5,13.612294
26,2.6,13.984613
27,2.7,14.345029
28,2.8,14.692351
29,2.9,15.044414
30,3.0,15.41379
31,3.1,15.759248
32,3.2,16.11906
33,3.3,16.468517
34,3.4,16.825048
35,3.5,17.213173
36,3.6,17.564743
37,3.7,17.909315
38,3.8,18.232975
39,3.9,18.545877
40,4.0,18.863607
41,4.1,19.191286
42,4.2,19.531925
43,4.3,19.848097
44,4.4,20.153769
45,4.5,20.478487
46,4.6,20.80967
47,4.7,21.143934
48,4.8,21.472836
49,4.9,21.815645
50,5.0,22.132582
51,5.1,22.44639
52,5.2,22.76875
53,5.3,23.083225
54,5.4,23.399498
55,5.5,23.699839
56,5.6,24.001501
57,5.7,24.311514
58,5.8,24.599997
59,5.9,24.881935
60,6.0,25.175362
61,6.1,25.457706
62,6.2,25.74572
63,6.3,26.039925
64,6.4,26.362806
65,6.5,26.671179
66,6.6,26.958536
67,6.7,27.267157
68,6.8,27.599442
69,6.9,27.894373
70,7.0,28.189003
71,7.1,28.505219
72,7.2,28.794024
73,7.3,29.076273
74,7.4,29.375938
75,7.5,29.662977
76,7.6,29.945957
77,7.7,30.249996
78,7.8,30.530447
79,7.9,30.819946
80,8.0,31.086905
81,8.1,31.345943
82,8.2,31.625977
83,8.3,31.89386
84,8.4,32.15171
85,8.5,32.422546
86,8.6,32.70487
87,8.7,32.98194
88,8.8,33.260715
89,8.9,33.567554
90,9.0,33.865524
91,9.1,34.177425
92,9.2,34.514305
93,9.3,34.834408
94,9.4,35.147846
95,9.5,35.4458
96,9.6,35.76638
97,9.7,36.07845
98,9.8,36.353218
99,9.9,36.64282
100,10.0,36.94385
101,10.1,37.222733
102,10.2,37.497295
103,10.3,37.77454
104,10.4,38.054005
105,10.5,38.330612
106,10.6,38.58359
107,10.7,38.840878
108,10.8,39.105957
109,10.9,39.398537
110,11.0,39.672676
111,11.1,39.950466
112,11.2,40.22067
113,11.3,40.4911
114,11.4,40.776085
115,11.5,41.082214
116,11.6,41.397034
117,11.7,41.709324
118,11.8,42.02073
119,11.9,42.32113
120,12.0,42.616253
121,12.1,42.91435
122,12.2,43.20692
123,12.3,43.50248
124,12.4,43.77237
125,12.5,44.059566
126,12.6,44.35806
127,12.7,44.648582
128,12.8,44.95215
129,12.9,45.260303
130,13.0,45.56141
131,13.1,45.850876
132,13.2,46.176003
133,13.3,46.484104
134,13.4,46.79824
135,13.5,47.12363
136,13.6,47.448826
137,13.7,47.760536
138,13.8,48.055904
139,13.9,48.330795
140,14.0,48.594124
141,14.1,48.885567
142,14.2,49.172672
143,14.3,49.461826
144,14.4,49.755924
145,14.5,50.049538
146,14.6,50.331757
147,14.7,50.60324
148,14.8,50.856472
149,14.9,51.12712
150,15.0,51.391888
151,15.1,51.683243
152,15.2,51.96769
153,15.3,52.244675
154,15.4,52.519093
155,15.5,52.81265
156,15.6,53.084064
157,15.7,53.359814
158,15.8,53.623356
159,15.9,53.89533
160,16.0,54.164158
161,16.1,54.445755
162,16.2,54.726234
163,16.3,55.02228
164,16.4,55.30767
165,16.5,55.613823
166,16.6,55.899643
167,16.7,56.17563
168,16.8,56.457897
169,16.9,56.73918
170,17.0,57.02807
171,17.1,57.334534
172,17.2,57.619755
173,17.3,57.894157
174,17.4,58.17585
175,17.5,58.442936
176,17.6,58.705452
177,17.7,58.982964
178,17.8,59.277996
179,17.9,59.569324
180,18.0,59.86319
181,18.1,60.160316
182,18.2,60.46264
183,18.3,60.77156
184,18.4,61.088467
185,18.5,61.383934
186,18.6,61.669285
187,18.7,61.977688
188,18.8,62.26812
189,18.9,62.562946
190,19.0,62.877544
191,19.1,63.215588
192,19.2,63.547585
193,19.3,63.86121
194,19.4,64.166374
195,19.5,64.48377
196,19.6,64.818756
197,19.7,65.13216
198,19.8,65.462875
199,19.9,65.80291
200,20.0,66.11917
201,20.1,66.4392
202,20.2,66.78429
203,20.3,67.11283
204,20.4,67.44503
205,20.5,67.803795
206,20.6,68.1655
207,20.7,68.542404
208,20.8,68.91275
