,t,msd
0,0.0,0.0
1,0.1,0.6949877
2,0.2,1.178247
3,0.3,1.5561056
4,0.4,2.0324488
5,0.5,2.4504213
6,0.6,2.8714297
7,0.7,3.3155773
8,0.8,3.7251298
9,0.9,4.154875
10,1.0,4.5821047
11,1.1,4.9918203
12,1.2,5.4097047
13,1.3,5.8173027
14,1.4,6.2471037
15,1.5,6.660183
16,1.6,7.0807686
17,1.7,7.4972367
18,1.8,7.917074
19,1.9,8.337867
20,2.0,8.75892
21,2.1,9.18566
22,2.2,9.598465
23,2.3,10.025347
24,2.4,10.455891
25,2.5,10.883745
26,2.6,11.310211
27,2.7,11.733889
28,2.8,12.176896
29,2.9,12.610754
30,3.0,13.051957
31,3.1,13.489965
32,3.2,13.910353
33,3.3,14.341613
34,3.4,14.758474
35,3.5,15.185282
36,3.6,15.612294
37,3.7,16.034756
38,3.8,16.477707
39,3.9,16.911129
40,4.0,17.344189
41,4.1,17.77853
42,4.2,18.20759
43,4.3,18.652285
44,4.4,19.093655
45,4.5,19.53325
46,4.6,19.978748
47,4.7,20.415892
48,4.8,20.852047
49,4.9,21.287169
50,5.0,21.722198
51,5.1,22.158146
52,5.2,22.598103
53,5.3,23.045034
54,5.4,23.49468
55,5.5,23.948462
56,5.6,24.401823
57,5.7,24.851116
58,5.8,25.299006
59,5.9,25.74594
60,6.0,26.195837
61,6.1,26.654785
62,6.2,27.111744
63,6.3,27.573801
64,6.4,28.030844
65,6.5,28.475466
66,6.6,28.926514
67,6.7,29.379526
68,6.8,29.839447
69,6.9,30.2929
70,7.0,30.7404
71,7.1,31.183464
72,7.2,31.6113
73,7.3,32.041286
74,7.4,32.47316
75,7.5,32.900467
76,7.6,33.3299
77,7.7,33.749138
78,7.8,34.160698
79,7.9,34.579086
80,8.0,35.002075
81,8.1,35.42819
82,8.2,35.85521
83,8.3,36.27117
84,8.4,36.684494
85,8.5,37.09946
86,8.6,37.508694
87,8.7,37.920326
88,8.8,38.32953
89,8.9,38.7377
90,9.0,39.15058
91,9.1,39.54991
92,9.2,39.948875
93,9.3,40.351257
94,9.4,40.751755
95,9.5,41.15714
96,9.6,41.55933
97,9.7,41.95709
98,9.8,42.360394
99,9.9,42.75198
100,10.0,43.138123
101,10.1,43.53462
102,10.2,43.919186
103,10.3,44.313606
104,10.4,44.704113
105,10.5,45.08783
106,10.6,45.472263
107,10.7,45.84253
108,10.8,46.208275
109,10.9,46.582287
110,11.0,46.954453
111,11.1,47.333153
112,11.2,47.716934
113,11.3,48.09504
114,11.4,48.474854
115,11.5,48.84462
116,11.6,49.208416
117,11.7,49.57429
118,11.8,49.94725
119,11.9,50.324833
120,12.0,50.69947
121,12.1,51.070328
122,12.2,51.444485
123,12.3,51.816483
124,12.4,52.18891
125,12.5,52.562
126,12.6,52.936707
127,12.7,53.30556
128,12.8,53.677296
129,12.9,54.054485
130,13.0,54.434147
131,13.1,54.810974
132,13.2,55.185814
133,13.3,55.564644
134,13.4,55.94221
135,13.5,56.315697
136,13.6,56.692123
137,13.7,57.06846
138,13.8,57.440178
139,13.9,57.827103
140,14.0,58.208134
141,14.1,58.585987
142,14.2,58.970573
143,14.3,59.347897
144,14.4,59.72192
145,14.5,60.1065
146,14.6,60.482918
147,14.7,60.85594
148,14.8,61.231564
149,14.9,61.597363
150,15.0,61.97138
151,15.1,62.3406
152,15.2,62.7191
153,15.3,63.101227
154,15.4,63.481415
155,15.5,63.87068
156,15.6,64.25588
157,15.7,64.624084
158,15.8,64.98908
159,15.9,65.36331
160,16.0,65.74251
161,16.1,66.119774
162,16.2,66.49227
163,16.3,66.868484
164,16.4,67.24546
165,16.5,67.624725
166,16.6,68.00137
167,16.7,68.37196
168,16.8,68.74772
169,16.9,69.12617
170,17.0,69.49567
171,17.1,69.8709
172,17.2,70.25247
173,17.3,70.6385
174,17.4,71.03422
175,17.5,71.42693
176,17.6,71.82547
177,17.7,72.22259
178,17.8,72.62996
179,17.9,73.04066
180,18.0,73.44266
181,18.1,73.83519
182,18.2,74.23772
183,18.3,74.64398
184,18.4,75.05175
185,18.5,75.45725
186,18.6,75.867355
187,18.7,76.27693
188,18.8,76.687256
189,18.9,77.094284
190,19.0,77.5019
191,19.1,77.9143
192,19.2,78.31884
193,19.3,78.71167
194,19.4,79.11117
195,19.5,79.50736
196,19.6,79.90318
197,19.7,80.299484
198,19.8,80.68922
199,19.9,81.087364
200,20.0,81.48556
201,20.1,81.88331
202,20.2,82.28098
203,20.3,82.67438
204,20.4,83.068275
205,20.5,83.459145
206,20.6,83.85046
207,20.7,84.25192
208,20.8,84.65613
209,20.9,85.06323
210,21.0,85.471405
211,21.1,85.87736
212,21.2,86.280266
213,21.3,86.68771
214,21.4,87.095436
215,21.5,87.49681
216,21.6,87.903145
217,21.7,88.31513
218,21.8,88.70912
219,21.9,89.11221
220,22.0,89.51525
221,22.1,89.90736
222,22.2,90.30857
223,22.3,90.70555
224,22.4,91.09971
225,22.5,91.48699
226,22.6,91.87465
227,22.7,92.26137
228,22.8,92.6516
229,22.9,93.03314
230,23.0,93.40735
231,23.1,93.793564
