t,msd
456,552.2732
457,553.6171
458,554.9602
459,556.2931
460,557.6311
461,558.972
462,560.3151
463,561.66174
464,563.02576
465,564.39484
466,565.76263
467,567.1225
468,568.4863
469,569.83405
470,571.17145
471,572.55457
472,573.927
473,575.2917
474,576.6531
475,577.98804
476,579.31323
477,580.6471
478,581.9706
479,583.2866
480,584.5865
481,585.9026
482,587.2208
483,588.5341
484,589.828
485,591.11926
486,592.4037
487,593.7032
488,595.01025
489,596.28845
490,597.5795
491,598.85815
492,600.12036
493,601.37866
494,602.6495
495,603.9274
496,605.18414
497,606.4656
498,607.7653
499,609.0587
500,610.34607
501,611.63574
502,612.92725
503,614.2235
504,615.5187
505,616.8082
506,618.0984
507,619.42084
508,620.7457
509,622.0589
510,623.35785
511,624.6657
512,625.9616
513,627.26215
514,628.5633
515,629.8877
516,631.2267
517,632.5785
518,633.91156
519,635.2237
520,636.5389
521,637.8581
522,639.1568
523,640.43835
524,641.709
525,642.9942
526,644.2836
527,645.59705
528,646.9341
529,648.2526
530,649.5855
531,650.91614
532,652.25494
533,653.5942
534,654.91785
535,656.23193
536,657.55426
537,658.89734
538,660.2226
539,661.55725
540,662.9017
541,664.2403
542,665.5761
543,666.89795
544,668.20905
545,669.54535
546,670.8841
547,672.22363
548,673.5831
549,674.94305
550,676.3263
551,677.6921
552,679.0503
553,680.3926
554,681.7545
555,683.11554
556,684.46356
557,685.81287
558,687.18335
559,688.5439
560,689.90674
561,691.27313
562,692.6155
563,693.9704
564,695.3265
565,696.6991
566,698.0588
567,699.4301
568,700.8251
569,702.1976
570,703.6102
571,705.0283
572,706.4338
573,707.8439
574,709.24554
575,710.6401
576,712.0419
577,713.45874
578,714.89777
579,716.3256
580,717.75354
581,719.1956
582,720.65533
583,722.131
584,723.6163
585,725.08734
586,726.5568
587,728.0167
588,729.46204
589,730.9146
590,732.41705
591,733.9043
592,735.384
593,736.9021
594,738.417
595,739.9416
596,741.4955
597,743.0362
598,744.61
599,746.1835
600,747.7599
601,749.3169
602,750.9105
603,752.53265
604,754.17224
605,755.83014
606,757.45746
607,759.1011
608,760.7708
609,762.46155
610,764.1504
611,765.817
612,767.4945
613,769.185
614,770.86664
615,772.5413
616,774.2272
617,775.91986
618,777.5919
619,779.26166
620,780.91876
621,782.58984
622,784.2751
623,785.9684
624,787.67786
625,789.399
626,791.10284
627,792.808
628,794.5
629,796.2061
630,797.92773
631,799.6038
632,801.26587
633,802.92633
634,804.5847
635,806.23364
636,807.8902
637,809.54974
638,811.1882
639,812.8093
640,814.4269
641,816.04626
642,817.6866
643,819.32245
644,820.9146
645,822.5382
646,824.14075
647,825.72815
648,827.31744
649,828.8929
650,830.4503
651,832.02026
652,833.59216
653,835.1328
654,836.6703
655,838.20917
656,839.72784
657,841.236
658,842.754
659,844.2382
660,845.7555
661,847.2641
662,848.7544
663,850.24023
664,851.7029
665,853.1697
666,854.6366
667,856.10785
668,857.5561
669,858.999
670,860.4542
671,861.928
672,863.4057
673,864.8659
674,866.31793
675,867.77924
676,869.2599
677,870.7545
678,872.2192
679,873.6877
680,875.12866
681,876.54083
682,877.9658
683,879.40924
684,880.84875
685,882.3013
686,883.7408
687,885.1855
688,886.60785
689,888.0305
690,889.4568
691,890.88416
692,892.29785
693,893.70087
694,895.1077
695,896.52014
696,897.9529
697,899.3814
698,900.8163
699,902.22174
700,903.58325
701,904.97144
702,906.3507
703,907.7327
704,909.101
705,910.4654
706,911.84845
707,913.2382
708,914.5761
709,915.8961
710,917.20544
711,918.4986
712,919.80084
713,921.11865
714,922.4257
715,923.747
716,925.0665
717,926.424
718,927.76215
719,929.0953
720,930.4368
721,931.7717
722,933.123
723,934.48566
724,935.83014
725,937.13763
726,938.45184
727,939.7557
728,941.06287
729,942.3528
730,943.6268
731,944.89996
732,946.1651
733,947.44415
734,948.7374
735,950.0707
736,951.3826
737,952.71576
738,954.0124
739,955.27875
740,956.5734
741,957.9169
742,959.25867
743,960.6047
744,961.95636
745,963.2896
746,964.6697
747,966.0795
748,967.4768
749,968.8863
750,970.2947
751,971.71436
752,973.1361
753,974.5386
754,975.94904
755,977.34326
756,978.7574
757,980.16113
758,981.5446
759,982.9185
760,984.30286
761,985.6693
762,987.02783
763,988.38403
764,989.74994
765,991.10596
766,992.4531
767,993.78705
768,995.12683
769,996.4409
770,997.7482
771,999.0715
772,1000.40894
773,1001.7602
774,1003.0899
775,1004.4364
776,1005.7585
777,1007.09106
778,1008.4095
779,1009.7383
780,1011.05457
781,1012.34814
782,1013.6492
783,1014.946
784,1016.21265
785,1017.4681
786,1018.7046
787,1019.91644
788,1021.1517
789,1022.4209
790,1023.69324
791,1024.961
792,1026.2539
793,1027.5573
794,1028.8824
795,1030.2131
796,1031.5299
797,1032.85
798,1034.1423
799,1035.4353
800,1036.7228
801,1038.0242
802,1039.3398
803,1040.6505
804,1041.9596
805,1043.3018
806,1044.67
807,1046.0262
808,1047.3582
809,1048.7032
810,1050.0226
811,1051.3201
812,1052.6411
813,1053.9594
814,1055.2906
815,1056.6072
816,1057.9263
817,1059.2682
818,1060.6045
819,1061.93
820,1063.2599
821,1064.6074
822,1065.914
823,1067.2244
824,1068.5427
825,1069.8573
826,1071.174
827,1072.475
828,1073.7904
829,1075.0963
830,1076.4106
831,1077.7367
832,1079.0703
833,1080.4019
834,1081.7684
835,1083.1326
836,1084.5182
837,1085.926
838,1087.3132
839,1088.681
840,1090.0273
841,1091.4039
842,1092.782
843,1094.1359
844,1095.502
845,1096.8729
846,1098.2518
847,1099.6306
848,1101.0161
849,1102.3962
850,1103.7646
851,1105.1357
852,1106.5333
853,1107.8978
854,1109.2604
855,1110.6322
856,1111.9764
857,1113.2983
858,1114.6178
859,1115.9473
860,1117.2822
861,1118.5889
862,1119.9258
863,1121.2593
864,1122.5741
865,1123.9125
866,1125.2642
867,1126.6136
868,1127.9725
869,1129.3356
870,1130.6973
871,1132.0564
872,1133.433
873,1134.7979
874,1136.163
875,1137.54
876,1138.9321
877,1140.3048
878,1141.6742
879,1143.01
880,1144.3455
881,1145.7026
882,1147.0564
883,1148.3947
884,1149.7266
885,1151.0754
886,1152.4458
887,1153.8109
888,1155.1505
889,1156.4596
890,1157.7716
891,1159.0907
892,1160.4358
893,1161.7705
894,1163.1359
895,1164.49
896,1165.8163
897,1167.1315
898,1168.4517
899,1169.7977
900,1171.1736
901,1172.5287
902,1173.8912
903,1175.2582
904,1176.6101
905,1177.9524
906,1179.274
907,1180.5865
908,1181.9312
909,1183.2867
910,1184.6266
911,1185.968
912,1187.354
913,1188.7435
914,1190.1073
915,1191.4865
916,1192.891
917,1194.287
918,1195.6534
919,1197.0227
920,1198.3788
921,1199.7311
922,1201.0817
923,1202.3888
924,1203.7003
925,1205.0331
926,1206.3694
927,1207.7467
928,1209.1512
929,1210.5686
930,1211.9917
931,1213.4166
932,1214.8319
933,1216.2487
934,1217.6804
935,1219.1466
936,1220.6189
937,1222.0712
938,1223.5085
939,1224.9397
940,1226.3727
941,1227.818
942,1229.2625
943,1230.6947
944,1232.15
945,1233.5929
946,1235.022
947,1236.4437
948,1237.8816
949,1239.3301
950,1240.7731
951,1242.2097
952,1243.663
953,1245.1267
954,1246.5476
955,1247.9937
956,1249.4568
957,1250.919
958,1252.3853
959,1253.8505
960,1255.3381
961,1256.822
962,1258.3116
963,1259.8043
964,1261.3016
965,1262.7947
966,1264.3408
967,1265.9014
968,1267.4255
969,1268.9652
970,1270.5184
971,1272.0518
972,1273.6053
973,1275.1685
974,1276.7006
975,1278.2518
976,1279.8013
977,1281.3885
978,1282.9518
979,1284.529
980,1286.0942
981,1287.6503
982,1289.1814
983,1290.7327
984,1292.2877
985,1293.8702
986,1295.3965
987,1296.9303
988,1298.4918
989,1300.0516
990,1301.6091
991,1303.1559
992,1304.6803
993,1306.2385
994,1307.7994
995,1309.3685
996,1310.901
997,1312.448
998,1313.9698
999,1315.5189
