,t,msd
0,0.0,0.0
1,0.1,1.610539
2,0.2,2.5937176
3,0.3,3.1339405
4,0.4,3.5833855
5,0.5,4.0129437
6,0.6,4.373806
7,0.7,4.715803
8,0.8,5.0447974
9,0.9,5.341255
10,1.0,5.6167903
11,1.1,5.862724
12,1.2,6.102772
13,1.3,6.352922
14,1.4,6.5785413
15,1.5,6.7688937
16,1.6,6.933171
17,1.7,7.102531
18,1.8,7.265178
19,1.9,7.4141803
20,2.0,7.598624
21,2.1,7.7835584
22,2.2,7.957193
23,2.3,8.126559
24,2.4,8.310709
25,2.5,8.50132
26,2.6,8.680812
27,2.7,8.831172
28,2.8,8.980861
29,2.9,9.097904
30,3.0,9.221438
31,3.1,9.337928
32,3.2,9.46709
33,3.3,9.605491
34,3.4,9.738022
35,3.5,9.890062
36,3.6,10.041682
37,3.7,10.181972
38,3.8,10.314475
39,3.9,10.441828
40,4.0,10.589757
41,4.1,10.715853
42,4.2,10.84604
43,4.3,10.972178
44,4.4,11.112551
45,4.5,11.248967
46,4.6,11.367926
47,4.7,11.503894
48,4.8,11.6414995
49,4.9,11.76935
50,5.0,11.894224
51,5.1,12.019925
52,5.2,12.145273
53,5.3,12.254638
54,5.4,12.36918
55,5.5,12.496787
56,5.6,12.623383
57,5.7,12.733325
58,5.8,12.833763
59,5.9,12.931224
60,6.0,13.037859
61,6.1,13.16795
62,6.2,13.283815
63,6.3,13.403361
64,6.4,13.532699
65,6.5,13.667078
66,6.6,13.798187
67,6.7,13.915591
68,6.8,14.034141
69,6.9,14.14418
70,7.0,14.262194
71,7.1,14.364157
72,7.2,14.451736
73,7.3,14.534344
74,7.4,14.628142
75,7.5,14.741635
76,7.6,14.852826
77,7.7,14.9378395
78,7.8,15.047093
79,7.9,15.169567
80,8.0,15.2896595
81,8.1,15.39328
82,8.2,15.531548
83,8.3,15.659231
84,8.4,15.775712
85,8.5,15.880457
86,8.6,15.976493
87,8.7,16.06294
88,8.8,16.162249
89,8.9,16.254843
90,9.0,16.360369
91,9.1,16.451664
92,9.2,16.537245
93,9.3,16.665497
94,9.4,16.792175
95,9.5,16.91421
96,9.6,17.01562
97,9.7,17.123812
98,9.8,17.248524
99,9.9,17.371857
100,10.0,17.456182
101,10.1,17.580605
102,10.2,17.695862
103,10.3,17.799313
104,10.4,17.88694
105,10.5,17.971554
106,10.6,18.043106
107,10.7,18.114634
108,10.8,18.213556
109,10.9,18.29453
110,11.0,18.385942
111,11.1,18.478178
112,11.2,18.553661
113,11.3,18.650309
114,11.4,18.77867
115,11.5,18.892757
116,11.6,19.01166
117,11.7,19.136795
118,11.8,19.261927
119,11.9,19.360182
120,12.0,19.463814
121,12.1,19.562593
122,12.2,19.657516
123,12.3,19.76602
124,12.4,19.852276
125,12.5,19.934261
126,12.6,20.002453
127,12.7,20.096384
128,12.8,20.200003
129,12.9,20.279383
130,13.0,20.351175
131,13.1,20.438585
132,13.2,20.512537
133,13.3,20.579073
134,13.4,20.649433
135,13.5,20.715597
136,13.6,20.810963
137,13.7,20.901213
138,13.8,21.006313
139,13.9,21.089434
140,14.0,21.18501
141,14.1,21.28245
142,14.2,21.34449
143,14.3,21.403479
144,14.4,21.461962
145,14.5,21.564478
146,14.6,21.638058
147,14.7,21.711597
148,14.8,21.775166
149,14.9,21.859432
150,15.0,21.937265
151,15.1,22.018879
152,15.2,22.097086
153,15.3,22.149223
154,15.4,22.205967
155,15.5,22.259655
156,15.6,22.328033
157,15.7,22.420357
158,15.8,22.48167
159,15.9,22.541088
160,16.0,22.636648
161,16.1,22.716612
162,16.2,22.799492
163,16.3,22.888561
164,16.4,22.975208
165,16.5,23.060026
166,16.6,23.140963
167,16.7,23.221645
168,16.8,23.304659
169,16.9,23.394585
170,17.0,23.492468
171,17.1,23.560602
172,17.2,23.62904
173,17.3,23.707018
174,17.4,23.785862
175,17.5,23.881638
176,17.6,23.960985
177,17.7,24.037004
178,17.8,24.10314
179,17.9,24.185183
180,18.0,24.25584
181,18.1,24.31157
182,18.2,24.365414
183,18.3,24.440952
184,18.4,24.511177
185,18.5,24.556557
186,18.6,24.627216
187,18.7,24.701963
188,18.8,24.776175
189,18.9,24.841581
190,19.0,24.898943
191,19.1,24.964256
192,19.2,25.021381
193,19.3,25.090036
194,19.4,25.15076
195,19.5,25.234003
196,19.6,25.307861
197,19.7,25.36175
198,19.8,25.427834
199,19.9,25.527235
200,20.0,25.613134
201,20.1,25.670898
202,20.2,25.733652
203,20.3,25.813301
