,t,msd
0,0.0,0.0
1,0.1,1.8223306
2,0.2,3.0284288
3,0.3,3.774709
4,0.4,4.4233947
5,0.5,5.0047283
6,0.6,5.530221
7,0.7,6.0018587
8,0.8,6.428529
9,0.9,6.8367662
10,1.0,7.216932
11,1.1,7.636451
12,1.2,8.018697
13,1.3,8.401249
14,1.4,8.775292
15,1.5,9.138579
16,1.6,9.473072
17,1.7,9.8112545
18,1.8,10.156471
19,1.9,10.505094
20,2.0,10.85018
21,2.1,11.225529
22,2.2,11.558537
23,2.3,11.907018
24,2.4,12.252975
25,2.5,12.5774145
26,2.6,12.897379
27,2.7,13.197899
28,2.8,13.477495
29,2.9,13.757211
30,3.0,14.004793
31,3.1,14.251167
32,3.2,14.515458
33,3.3,14.809541
34,3.4,15.097934
35,3.5,15.381573
36,3.6,15.647251
37,3.7,15.922042
38,3.8,16.203327
39,3.9,16.486347
40,4.0,16.752687
41,4.1,17.0312
42,4.2,17.337366
43,4.3,17.608824
44,4.4,17.870054
45,4.5,18.131197
46,4.6,18.378004
47,4.7,18.630964
48,4.8,18.895576
49,4.9,19.127935
50,5.0,19.356918
51,5.1,19.586073
52,5.2,19.839548
53,5.3,20.08371
54,5.4,20.350605
55,5.5,20.609138
56,5.6,20.853008
57,5.7,21.097555
58,5.8,21.35115
59,5.9,21.601067
60,6.0,21.8658
61,6.1,22.115837
62,6.2,22.363737
63,6.3,22.605661
64,6.4,22.859251
65,6.5,23.109894
66,6.6,23.360744
67,6.7,23.58981
68,6.8,23.841112
69,6.9,24.105555
70,7.0,24.33936
71,7.1,24.587072
72,7.2,24.828272
73,7.3,25.035398
74,7.4,25.23466
75,7.5,25.48071
76,7.6,25.704983
77,7.7,25.943008
78,7.8,26.177156
79,7.9,26.412182
80,8.0,26.653261
81,8.1,26.877165
82,8.2,27.114136
83,8.3,27.364687
84,8.4,27.608017
85,8.5,27.82624
86,8.6,28.052807
87,8.7,28.247473
88,8.8,28.453085
89,8.9,28.675259
90,9.0,28.919273
91,9.1,29.173752
92,9.2,29.389904
93,9.3,29.618048
94,9.4,29.860474
95,9.5,30.084991
96,9.6,30.303038
97,9.7,30.532915
98,9.8,30.74292
99,9.9,30.979353
100,10.0,31.230026
101,10.1,31.449917
102,10.2,31.685009
103,10.3,31.912361
104,10.4,32.11367
105,10.5,32.313736
106,10.6,32.498898
107,10.7,32.684353
108,10.8,32.861763
109,10.9,33.01066
110,11.0,33.18278
111,11.1,33.3567
112,11.2,33.511757
113,11.3,33.681763
114,11.4,33.850136
115,11.5,34.00428
116,11.6,34.174168
117,11.7,34.343872
118,11.8,34.514187
119,11.9,34.693027
120,12.0,34.854435
121,12.1,35.026096
122,12.2,35.211777
123,12.3,35.389843
124,12.4,35.585484
125,12.5,35.766434
126,12.6,35.939335
127,12.7,36.12921
128,12.8,36.322353
129,12.9,36.531544
130,13.0,36.75019
131,13.1,36.9534
132,13.2,37.15704
133,13.3,37.353256
134,13.4,37.566998
135,13.5,37.78822
136,13.6,38.000034
137,13.7,38.186726
138,13.8,38.38494
139,13.9,38.599224
140,14.0,38.797092
141,14.1,38.982975
142,14.2,39.17713
143,14.3,39.38199
144,14.4,39.564293
145,14.5,39.750507
146,14.6,39.942627
147,14.7,40.126537
148,14.8,40.328037
149,14.9,40.54807
150,15.0,40.756374
151,15.1,40.93424
152,15.2,41.12121
153,15.3,41.31407
154,15.4,41.48539
155,15.5,41.649906
156,15.6,41.802273
157,15.7,41.94691
158,15.8,42.098408
159,15.9,42.283566
160,16.0,42.47345
161,16.1,42.644444
162,16.2,42.84375
163,16.3,43.029533
164,16.4,43.212307
165,16.5,43.40045
166,16.6,43.592422
167,16.7,43.78897
168,16.8,43.98012
169,16.9,44.178288
170,17.0,44.387356
171,17.1,44.553345
172,17.2,44.729107
173,17.3,44.892365
174,17.4,45.067974
175,17.5,45.248417
176,17.6,45.414005
177,17.7,45.60601
178,17.8,45.787766
179,17.9,45.96418
180,18.0,46.146122
181,18.1,46.35723
182,18.2,46.58642
183,18.3,46.813435
184,18.4,47.033638
185,18.5,47.243706
186,18.6,47.43551
187,18.7,47.63766
188,18.8,47.826473
189,18.9,48.022106
190,19.0,48.21173
191,19.1,48.38026
192,19.2,48.530384
193,19.3,48.69751
194,19.4,48.88863
195,19.5,49.060482
196,19.6,49.22257
197,19.7,49.401924
198,19.8,49.57593
199,19.9,49.76929
200,20.0,49.950825
201,20.1,50.12335
202,20.2,50.317093
203,20.3,50.51729
204,20.4,50.70681
205,20.5,50.9214
206,20.6,51.147564
207,20.7,51.35921
208,20.8,51.57395
209,20.9,51.742058
210,21.0,51.908302
211,21.1,52.10356
212,21.2,52.297104
213,21.3,52.50878
214,21.4,52.718353
215,21.5,52.905037
216,21.6,53.105164
217,21.7,53.297165
218,21.8,53.510574
219,21.9,53.71874
220,22.0,53.913406
221,22.1,54.09204
222,22.2,54.284836
223,22.3,54.484016
224,22.4,54.680355
225,22.5,54.874844
