,t,msd
0,0.0,0.0
1,0.1,0.7332455
2,0.2,1.098602
3,0.3,1.3071756
4,0.4,1.4776787
5,0.5,1.6112301
6,0.6,1.7168484
7,0.7,1.7897879
8,0.8,1.8602674
9,0.9,1.9167413
10,1.0,1.9648507
11,1.1,2.0123296
12,1.2,2.0676198
13,1.3,2.1119428
14,1.4,2.149463
15,1.5,2.1890419
16,1.6,2.2244382
17,1.7,2.2715907
18,1.8,2.3099897
19,1.9,2.3498652
20,2.0,2.387901
21,2.1,2.42203
22,2.2,2.4424465
23,2.3,2.4681158
24,2.4,2.4863153
25,2.5,2.502367
26,2.6,2.5310423
27,2.7,2.5540154
28,2.8,2.5827982
29,2.9,2.616713
30,3.0,2.6464963
31,3.1,2.676918
32,3.2,2.690076
33,3.3,2.716585
34,3.4,2.7381713
35,3.5,2.7553596
36,3.6,2.7812493
37,3.7,2.819665
38,3.8,2.861546
39,3.9,2.889431
40,4.0,2.9136677
41,4.1,2.930503
42,4.2,2.9562576
43,4.3,2.9844048
44,4.4,3.0072472
45,4.5,3.0290794
46,4.6,3.0659678
47,4.7,3.1118004
48,4.8,3.142652
49,4.9,3.163462
50,5.0,3.1834774
51,5.1,3.2115476
52,5.2,3.243087
53,5.3,3.268465
54,5.4,3.2813733
55,5.5,3.2974823
56,5.6,3.3282263
57,5.7,3.3495944
58,5.8,3.3806438
59,5.9,3.4069946
60,6.0,3.42593
61,6.1,3.4502432
62,6.2,3.4702992
63,6.3,3.4935677
64,6.4,3.524392
65,6.5,3.54029
66,6.6,3.5533664
67,6.7,3.5635664
68,6.8,3.5808353
69,6.9,3.590737
70,7.0,3.6103516
71,7.1,3.638388
72,7.2,3.663328
73,7.3,3.68227
74,7.4,3.7077053
75,7.5,3.728711
76,7.6,3.745364
77,7.7,3.7680297
78,7.8,3.7863197
79,7.9,3.8041337
80,8.0,3.8260272
81,8.1,3.8414254
82,8.2,3.85035
83,8.3,3.8624969
84,8.4,3.8859067
85,8.5,3.9117708
86,8.6,3.9305456
87,8.7,3.9512591
88,8.8,3.9823565
89,8.9,4.008581
90,9.0,4.0335493
91,9.1,4.0605316
92,9.2,4.0966754
93,9.3,4.1132517
94,9.4,4.14159
95,9.5,4.1634893
96,9.6,4.1895385
97,9.7,4.209382
98,9.8,4.230377
99,9.9,4.2509875
100,10.0,4.2680283
101,10.1,4.2828584
102,10.2,4.3047967
103,10.3,4.333476
104,10.4,4.3476543
105,10.5,4.370295
106,10.6,4.380726
107,10.7,4.4032803
108,10.8,4.4226036
109,10.9,4.439728
110,11.0,4.469339
111,11.1,4.4881406
112,11.2,4.505938
113,11.3,4.521623
114,11.4,4.535433
115,11.5,4.5508857
116,11.6,4.5640187
117,11.7,4.5775895
118,11.8,4.5907054
119,11.9,4.62246
120,12.0,4.6454573
121,12.1,4.669307
122,12.2,4.6884527
123,12.3,4.7047324
124,12.4,4.7200108
125,12.5,4.730173
126,12.6,4.748824
127,12.7,4.762939
128,12.8,4.778078
129,12.9,4.7940087
130,13.0,4.805904
131,13.1,4.822548
132,13.2,4.834544
133,13.3,4.8407187
134,13.4,4.8516893
135,13.5,4.875401
136,13.6,4.897801
137,13.7,4.9321012
138,13.8,4.9561186
139,13.9,4.9841294
140,14.0,5.012272
141,14.1,5.031382
142,14.2,5.046703
143,14.3,5.061457
144,14.4,5.081426
145,14.5,5.101825
146,14.6,5.1309404
147,14.7,5.1538386
148,14.8,5.1830945
149,14.9,5.1977596
150,15.0,5.2101965
151,15.1,5.225793
152,15.2,5.237747
153,15.3,5.2489357
154,15.4,5.2669816
155,15.5,5.2855053
156,15.6,5.2954006
157,15.7,5.30657
158,15.8,5.3236217
159,15.9,5.3332944
160,16.0,5.3547683
161,16.1,5.3781295
162,16.2,5.3964577
163,16.3,5.422938
164,16.4,5.4483867
165,16.5,5.4746737
166,16.6,5.4903603
167,16.7,5.5034714
168,16.8,5.512999
169,16.9,5.521247
170,17.0,5.5440397
171,17.1,5.572746
172,17.2,5.603542
173,17.3,5.621384
174,17.4,5.6344094
175,17.5,5.643954
176,17.6,5.6598454
177,17.7,5.67665
178,17.8,5.699753
179,17.9,5.718612
180,18.0,5.7364264
181,18.1,5.7515583
182,18.2,5.76809
183,18.3,5.791984
184,18.4,5.8086452
185,18.5,5.8267784
186,18.6,5.8614645
187,18.7,5.8874598
188,18.8,5.9085493
189,18.9,5.925904
190,19.0,5.936622
191,19.1,5.940566
192,19.2,5.938511
193,19.3,5.9313126
194,19.4,5.9328656
195,19.5,5.9521017
196,19.6,5.9746456
197,19.7,5.9885244
198,19.8,6.007928
199,19.9,6.0326834
200,20.0,6.041814
201,20.1,6.049099
202,20.2,6.0563526
203,20.3,6.0536056
204,20.4,6.0537252
205,20.5,6.059841
206,20.6,6.080062
207,20.7,6.0910954
208,20.8,6.1073465
209,20.9,6.1235166
210,21.0,6.134955
211,21.1,6.147546
212,21.2,6.1688576
213,21.3,6.1830626
214,21.4,6.2004676
215,21.5,6.217412
216,21.6,6.2368016
217,21.7,6.2540474
218,21.8,6.2668643
219,21.9,6.286567
220,22.0,6.2925744
221,22.1,6.3053565
222,22.2,6.3258705
223,22.3,6.339445
224,22.4,6.353541
225,22.5,6.371285
226,22.6,6.3832903
227,22.7,6.399509
228,22.8,6.417874
229,22.9,6.425173
230,23.0,6.428975
231,23.1,6.432896
232,23.2,6.45683
233,23.3,6.4804764
234,23.4,6.4996023
235,23.5,6.5333605
236,23.6,6.5513315
237,23.7,6.561438
238,23.8,6.5723705
239,23.9,6.566764
240,24.0,6.5678124
241,24.1,6.5743155
242,24.2,6.5777483
243,24.3,6.5932384
244,24.4,6.6029963
245,24.5,6.6160035
246,24.6,6.6278195
247,24.7,6.6370087
248,24.8,6.6509833
249,24.9,6.6700377
250,25.0,6.682886
251,25.1,6.6955533
252,25.2,6.7084565
253,25.3,6.7168164
254,25.4,6.7295127
255,25.5,6.7437973
256,25.6,6.7572737
257,25.7,6.755876
258,25.8,6.77393
259,25.9,6.794917
260,26.0,6.8270187
261,26.1,6.856067
262,26.2,6.87305
263,26.3,6.8943863
264,26.4,6.9092593
265,26.5,6.9252
266,26.6,6.939576
267,26.7,6.95639
268,26.8,6.9789324
269,26.9,6.998622
270,27.0,7.013417
271,27.1,7.014041
272,27.2,7.0300417
273,27.3,7.050166
274,27.4,7.065542
275,27.5,7.0848227
276,27.6,7.095636
277,27.7,7.1191177
278,27.8,7.14597
279,27.9,7.1576195
280,28.0,7.1717567
281,28.1,7.1849113
282,28.2,7.196235
283,28.3,7.20157
284,28.4,7.208128
285,28.5,7.212287
286,28.6,7.2246957
287,28.7,7.234575
288,28.8,7.251059
289,28.9,7.2691774
290,29.0,7.275536
291,29.1,7.27784
292,29.2,7.292703
293,29.3,7.3022494
294,29.4,7.299839
295,29.5,7.2953467
296,29.6,7.296726
297,29.7,7.3112693
298,29.8,7.3200927
299,29.9,7.326731
300,30.0,7.334189
301,30.1,7.3495636
302,30.2,7.3623185
303,30.3,7.379036
304,30.4,7.3919983
305,30.5,7.4037414
306,30.6,7.414787
307,30.7,7.432119
308,30.8,7.450112
309,30.9,7.4566126
310,31.0,7.4735365
311,31.1,7.4811172
312,31.2,7.48894
313,31.3,7.5028043
314,31.4,7.51042
315,31.5,7.528411
316,31.6,7.5435724
317,31.7,7.5560193
318,31.8,7.569674
319,31.9,7.575614
320,32.0,7.5927596
321,32.1,7.6022673
322,32.2,7.6087165
323,32.3,7.626095
324,32.4,7.638578
325,32.5,7.6482663
326,32.6,7.6489515
327,32.7,7.659233
328,32.8,7.675584
329,32.9,7.6945615
330,33.0,7.7080307
331,33.1,7.717734
332,33.2,7.7283654
333,33.3,7.7366133
334,33.4,7.7460775
335,33.5,7.754734
336,33.6,7.7706747
337,33.7,7.779125
338,33.8,7.78907
339,33.9,7.804795
340,34.0,7.833898
341,34.1,7.8466167
342,34.2,7.8628216
343,34.3,7.869397
344,34.4,7.8815603
345,34.5,7.887457
346,34.6,7.894467
347,34.7,7.9039702
348,34.8,7.9234757
349,34.9,7.934576
350,35.0,7.9462214
351,35.1,7.956659
352,35.2,7.9721527
353,35.3,7.980352
354,35.4,7.9937296
355,35.5,8.002621
356,35.6,8.011856
357,35.7,8.023336
358,35.8,8.027845
359,35.9,8.037317
360,36.0,8.0546665
361,36.1,8.076524
362,36.2,8.104733
363,36.3,8.123143
364,36.4,8.142815
365,36.5,8.171677
366,36.6,8.197697
367,36.7,8.20484
368,36.8,8.208184
369,36.9,8.216659
370,37.0,8.231863
371,37.1,8.232735
372,37.2,8.235716
373,37.3,8.244859
374,37.4,8.255301
375,37.5,8.267616
376,37.6,8.278773
377,37.7,8.28413
378,37.8,8.298119
379,37.9,8.315612
380,38.0,8.338897
381,38.1,8.353374
382,38.2,8.3680725
383,38.3,8.376859
384,38.4,8.389216
385,38.5,8.392653
386,38.6,8.393123
387,38.7,8.383912
388,38.8,8.384673
389,38.9,8.394525
390,39.0,8.392758
391,39.1,8.3943815
392,39.2,8.403489
393,39.3,8.412124
394,39.4,8.422715
395,39.5,8.431466
396,39.6,8.455882
397,39.7,8.479413
398,39.8,8.497786
399,39.9,8.498471
400,40.0,8.503593
401,40.1,8.509788
402,40.2,8.525306
403,40.3,8.539749
404,40.4,8.553675
405,40.5,8.57039
406,40.6,8.5833845
407,40.7,8.595619
408,40.8,8.607765
409,40.9,8.626629
410,41.0,8.638064
411,41.1,8.646091
412,41.2,8.659434
413,41.3,8.680542
414,41.4,8.70353
415,41.5,8.717705
416,41.6,8.7323
417,41.7,8.746266
418,41.8,8.759555
419,41.9,8.769789
420,42.0,8.775133
421,42.1,8.789403
422,42.2,8.787705
423,42.3,8.791237
424,42.4,8.807034
425,42.5,8.817322
426,42.6,8.83469
427,42.7,8.850513
428,42.8,8.864239
429,42.9,8.87807
430,43.0,8.88213
431,43.1,8.892313
432,43.2,8.90686
433,43.3,8.9305105
434,43.4,8.936467
435,43.5,8.939907
436,43.6,8.94342
437,43.7,8.9513
438,43.8,8.960403
439,43.9,8.970369
440,44.0,8.979789
