t,msd
586,729.57153
587,730.7997
588,731.99384
589,733.22156
590,734.4301
591,735.6565
592,736.8548
593,738.04724
594,739.26587
595,740.48224
596,741.7029
597,742.8853
598,744.0645
599,745.2631
600,746.44244
601,747.6938
602,748.91046
603,750.1046
604,751.28723
605,752.4745
606,753.6822
607,754.8744
608,756.10223
609,757.329
610,758.5516
611,759.76953
612,761.002
613,762.2477
614,763.4946
615,764.81335
616,766.1086
617,767.39984
618,768.66504
619,769.92163
620,771.20184
621,772.4649
622,773.7317
623,774.9693
624,776.2088
625,777.4702
626,778.73254
627,779.98596
628,781.27203
629,782.5119
630,783.7062
631,784.92865
632,786.13745
633,787.3444
634,788.5799
635,789.8124
636,791.0665
637,792.30756
638,793.5619
639,794.86273
640,796.12415
641,797.3583
642,798.5852
643,799.85065
644,801.1036
645,802.3343
646,803.5546
647,804.8104
648,806.0427
649,807.2652
650,808.51166
651,809.7878
652,811.0143
653,812.2208
654,813.4343
655,814.67535
656,815.95087
657,817.2048
658,818.4323
659,819.6545
660,820.84515
661,822.062
662,823.27094
663,824.5232
664,825.7597
665,826.987
666,828.251
667,829.4996
668,830.7402
669,831.92346
670,833.11285
671,834.3253
672,835.5125
673,836.68475
674,837.8595
675,839.0266
676,840.1924
677,841.32196
678,842.4856
679,843.6982
680,844.8684
681,846.0682
682,847.27405
683,848.4615
684,849.6362
685,850.77734
686,851.9224
687,853.03
688,854.1807
689,855.3492
690,856.5133
691,857.6252
692,858.76385
693,859.9104
694,861.04126
695,862.13104
696,863.2658
697,864.45416
698,865.65955
699,866.8563
700,868.0496
701,869.1759
702,870.29724
703,871.41943
704,872.5144
705,873.625
706,874.72833
707,875.8139
708,876.92834
709,878.00775
710,879.0807
711,880.18054
712,881.327
713,882.43475
714,883.5366
715,884.6376
716,885.6871
717,886.7259
718,887.77405
719,888.8501
720,889.90393
721,890.9735
722,892.02625
723,893.07965
724,894.1392
725,895.17523
726,896.20575
727,897.26025
728,898.27167
729,899.2646
730,900.2448
731,901.2419
732,902.214
733,903.12537
734,904.0666
735,905.0709
736,906.09247
737,907.1372
738,908.1942
739,909.24133
740,910.2801
741,911.2965
742,912.34814
743,913.412
744,914.4777
745,915.52905
746,916.57043
747,917.6204
748,918.6734
749,919.6624
750,920.6434
751,921.62476
752,922.6221
753,923.6622
754,924.6632
755,925.68207
756,926.6776
757,927.70355
758,928.6947
759,929.66156
760,930.6626
761,931.6527
762,932.614
763,933.57153
764,934.52527
765,935.4748
766,936.45953
767,937.4175
768,938.37396
769,939.30493
770,940.2119
771,941.1657
772,942.12274
773,943.08124
774,944.032
775,945.0192
776,946.0125
777,946.9835
778,947.97107
779,949.00714
780,950.00543
781,950.9722
782,951.91266
783,952.8616
784,953.8055
785,954.7447
786,955.6927
787,956.601
788,957.51013
789,958.4101
790,959.3
791,960.19684
792,961.0918
793,961.9539
794,962.858
795,963.75854
796,964.64795
797,965.50543
798,966.37146
799,967.2549
800,968.11255
801,968.98737
802,969.8492
803,970.7278
804,971.5939
805,972.4499
806,973.3124
807,974.207
808,975.0812
809,975.9579
810,976.84
811,977.7059
812,978.58673
813,979.4584
814,980.31506
815,981.16815
816,981.99713
817,982.811
818,983.63403
819,984.4612
820,985.30023
821,986.1378
822,986.96234
823,987.8099
824,988.61115
825,989.3903
826,990.17926
827,990.9873
828,991.791
829,992.5902
830,993.36383
831,994.1182
832,994.87555
833,995.6221
834,996.3183
835,997.044
836,997.8357
837,998.6411
838,999.47003
839,1000.30304
840,1001.0982
841,1001.9273
842,1002.7669
843,1003.5781
844,1004.35754
845,1005.1787
846,1006.00055
847,1006.8581
848,1007.69464
849,1008.5155
850,1009.3486
851,1010.1687
852,1011.01624
853,1011.871
854,1012.72595
855,1013.5617
856,1014.4117
857,1015.26825
858,1016.11316
859,1016.9541
860,1017.78815
861,1018.64056
862,1019.474
863,1020.30536
864,1021.17084
865,1022.05945
866,1022.92786
867,1023.75214
868,1024.5592
869,1025.3306
870,1026.1188
871,1026.9615
872,1027.7706
873,1028.5565
874,1029.363
875,1030.1904
876,1031.0037
877,1031.8053
878,1032.6006
879,1033.373
880,1034.1122
881,1034.8643
882,1035.6509
883,1036.4095
884,1037.2098
885,1037.9993
886,1038.7589
887,1039.5037
888,1040.2845
889,1041.0444
890,1041.8209
891,1042.6116
892,1043.4045
893,1044.2216
894,1045.038
895,1045.8093
896,1046.6089
897,1047.3596
898,1048.1277
899,1048.9045
900,1049.71
901,1050.4867
902,1051.263
903,1052.0267
904,1052.7836
905,1053.5978
906,1054.4315
907,1055.3097
908,1056.151
909,1056.9624
910,1057.804
911,1058.6215
912,1059.4882
913,1060.3112
914,1061.1702
915,1062.0372
916,1062.8958
917,1063.7678
918,1064.6091
919,1065.4867
920,1066.3729
921,1067.2886
922,1068.1599
923,1068.9851
924,1069.7922
925,1070.5729
926,1071.3417
927,1072.1265
928,1072.9469
929,1073.7981
930,1074.6494
931,1075.4877
932,1076.2958
933,1077.1193
934,1077.9457
935,1078.7628
936,1079.6057
937,1080.4408
938,1081.303
939,1082.1506
940,1083.0062
941,1083.8708
942,1084.7183
943,1085.5599
944,1086.4192
945,1087.2621
946,1088.0856
947,1088.9155
948,1089.7258
949,1090.529
950,1091.3618
951,1092.208
952,1093.0231
953,1093.8508
954,1094.6793
955,1095.5273
956,1096.3362
957,1097.1515
958,1097.9763
959,1098.803
960,1099.6241
961,1100.3899
962,1101.1722
963,1101.9752
964,1102.8038
965,1103.6569
966,1104.5277
967,1105.4384
968,1106.3195
969,1107.2119
970,1108.1405
971,1109.0726
972,1109.9872
973,1110.8795
974,1111.762
975,1112.6324
976,1113.5231
977,1114.4152
978,1115.2766
979,1116.1177
980,1116.9706
981,1117.8384
982,1118.6844
983,1119.5608
984,1120.4529
985,1121.3721
986,1122.2734
987,1123.1868
988,1124.0697
989,1124.9946
990,1125.9221
991,1126.8464
992,1127.7532
993,1128.6648
994,1129.5933
995,1130.5538
996,1131.4927
997,1132.4369
998,1133.3452
999,1134.2766
