# r[A], g(r)
   0.500000E-01    0.000000E+00
   0.150000E+00    0.000000E+00
   0.250000E+00    0.000000E+00
   0.350000E+00    0.000000E+00
   0.450000E+00    0.000000E+00
   0.550000E+00    0.000000E+00
   0.650000E+00    0.000000E+00
   0.750000E+00    0.000000E+00
   0.850000E+00    0.000000E+00
   0.950000E+00    0.000000E+00
   0.105000E+01    0.000000E+00
   0.115000E+01    0.000000E+00
   0.125000E+01    0.000000E+00
   0.135000E+01    0.000000E+00
   0.145000E+01    0.000000E+00
   0.155000E+01    0.000000E+00
   0.165000E+01    0.000000E+00
   0.175000E+01    0.000000E+00
   0.185000E+01    0.000000E+00
   0.195000E+01    0.000000E+00
   0.205000E+01    0.000000E+00
   0.215000E+01    0.000000E+00
   0.225000E+01    0.263954E-03
   0.235000E+01    0.219274E+00
   0.245000E+01    0.581510E+01
   0.255000E+01    0.768861E+01
   0.265000E+01    0.164459E+01
   0.275000E+01    0.154830E+00
   0.285000E+01    0.168884E-01
   0.295000E+01    0.553585E-02
   0.305000E+01    0.107743E-01
   0.315000E+01    0.812195E-01
   0.325000E+01    0.308548E+00
   0.335000E+01    0.327199E+00
   0.345000E+01    0.268261E+00
   0.355000E+01    0.316001E+00
   0.365000E+01    0.361268E+00
   0.375000E+01    0.487583E+00
   0.385000E+01    0.894506E+00
   0.395000E+01    0.157869E+01
   0.405000E+01    0.205515E+01
   0.415000E+01    0.193887E+01
   0.425000E+01    0.162184E+01
   0.435000E+01    0.146092E+01
   0.445000E+01    0.124707E+01
   0.455000E+01    0.904291E+00
   0.465000E+01    0.591428E+00
   0.475000E+01    0.454800E+00
   0.485000E+01    0.455756E+00
   0.495000E+01    0.534260E+00
   0.505000E+01    0.620078E+00
   0.515000E+01    0.684067E+00
   0.525000E+01    0.752808E+00
   0.535000E+01    0.838893E+00
   0.545000E+01    0.942394E+00
   0.555000E+01    0.106056E+01
   0.565000E+01    0.118783E+01
   0.575000E+01    0.129479E+01
   0.585000E+01    0.135314E+01
   0.595000E+01    0.136617E+01
   0.605000E+01    0.132789E+01
   0.615000E+01    0.126497E+01
   0.625000E+01    0.118085E+01
   0.635000E+01    0.108254E+01
   0.645000E+01    0.989032E+00
   0.655000E+01    0.928883E+00
   0.665000E+01    0.913800E+00
   0.675000E+01    0.919413E+00
   0.685000E+01    0.944988E+00
   0.695000E+01    0.973688E+00
   0.705000E+01    0.100610E+01
   0.715000E+01    0.103556E+01
   0.725000E+01    0.106637E+01
   0.735000E+01    0.108615E+01
   0.745000E+01    0.109453E+01
   0.755000E+01    0.110858E+01
   0.765000E+01    0.112771E+01
   0.775000E+01    0.114197E+01
   0.785000E+01    0.114143E+01
   0.795000E+01    0.112171E+01
   0.805000E+01    0.109306E+01
   0.815000E+01    0.105168E+01
   0.825000E+01    0.997612E+00
   0.835000E+01    0.945581E+00
   0.845000E+01    0.909321E+00
   0.855000E+01    0.886212E+00
   0.865000E+01    0.880028E+00
   0.875000E+01    0.888641E+00
   0.885000E+01    0.910954E+00
   0.895000E+01    0.931931E+00
   0.905000E+01    0.953404E+00
   0.915000E+01    0.974960E+00
   0.925000E+01    0.989978E+00
   0.935000E+01    0.100270E+01
   0.945000E+01    0.100840E+01
   0.955000E+01    0.101173E+01
   0.965000E+01    0.101051E+01
   0.975000E+01    0.100403E+01
   0.985000E+01    0.996491E+00
   0.995000E+01    0.982780E+00
