,r,gofr
0,2.13,7.122435172880765
1,2.19,10.405952537333079
2,2.25,12.043969589991107
3,2.3099999999999996,11.852805755395734
4,2.37,10.448689914310524
5,2.4299999999999997,9.070810116238224
6,2.49,8.636435636204423
7,2.55,8.301654101650456
8,2.61,7.767208688008598
9,2.67,7.224379778266936
10,2.7299999999999995,7.164006905642902
11,2.79,7.543871745234456
12,2.8499999999999996,7.827136414892717
13,2.91,7.630536118270238
14,2.9699999999999998,6.647690751857099
15,3.0300000000000002,6.2501819516936425
16,3.09,6.195348184268628
17,3.15,6.353260957125764
18,3.21,6.397331774060621
19,3.2699999999999996,6.4439499997762795
20,3.33,6.522747906905127
21,3.3899999999999997,6.749731615376591
22,3.45,6.904944873546046
23,3.51,6.669219494916652
24,3.57,6.522994086452057
25,3.63,6.690050482238077
26,3.6899999999999995,7.496686239725286
27,3.75,8.644544967647613
28,3.8099999999999996,8.809454857926287
29,3.87,8.091075776321665
30,3.9299999999999997,6.867729799704275
31,3.9899999999999998,6.260999589380106
32,4.05,6.547325922160728
33,4.109999999999999,7.494689069126865
34,4.17,8.091982960956518
35,4.23,8.259612884989313
36,4.29,8.39184784722474
37,4.35,8.510014716326868
38,4.41,9.025713429256612
39,4.47,9.6486753292796
40,4.529999999999999,10.001074386114862
41,4.59,10.21947092949072
42,4.65,10.397609421768948
43,4.71,10.57026582500053
44,4.77,10.700207444458007
45,4.83,10.625207349632305
46,4.89,10.480945718402534
47,4.949999999999999,10.161089613800842
48,5.01,9.729802524576208
49,5.07,9.232420547638302
50,5.13,8.740300192966643
51,5.1899999999999995,8.359862683101934
52,5.25,8.128927431303376
53,5.31,7.980447975559498
54,5.369999999999999,7.844499854734042
55,5.43,7.70954706696426
56,5.49,7.572481363407907
57,5.55,7.420723912226002
58,5.609999999999999,7.2494756093214665
59,5.67,7.046244591224186
60,5.73,6.841701939631193
61,5.789999999999999,6.687093886616901
62,5.85,6.564620359820357
63,5.91,6.472787268120266
64,5.97,6.4294394217220585
