,x,delta
0,0.203125,0.7024108875946098
1,0.5625,1.1003341173129328
2,0.890625,1.1433521950851224
3,2.0,0.7313553482238251
4,3.28125,0.45371265434157587
5,3.75,0.3867435563011127
6,1.5,0.9109171721654719
7,2.5,0.6204986768019829
8,0.078125,0.4329335979775397
