0.02348, 0.00914
0.08620, 0.07026
0.14347, 0.11501
0.20436, 0.15885
0.26174, 0.20656
0.32047, 0.25905
0.37947, 0.30271
0.43888, 0.34760
0.49633, 0.39239
0.55646, 0.44317
0.61623, 0.48149
0.67505, 0.53303
0.73641, 0.57409
0.77616, 0.61267
0.83103, 0.65520
0.89003, 0.70175
0.94903, 0.74322
1.00763, 0.80607
1.06509, 0.84147
1.12362, 0.88821
1.18730, 0.93553
1.24630, 0.98171
1.30633, 1.02847
1.36429, 1.07533
1.41906, 1.11759
1.48229, 1.16713
1.54184, 1.21604
1.61066, 1.26952
1.67517, 1.31656
1.71782, 1.36458
1.76821, 1.39205
1.82742, 1.43950
1.88621, 1.48335
1.94521, 1.52925
2.00421, 1.57787
2.06320, 1.62217
2.12372, 1.67643
2.19255, 1.72573
2.25155, 1.77222
2.30965, 1.82159
2.36954, 1.86474
2.42854, 1.91162
2.48666, 1.95895
2.54654, 2.00377
2.60365, 2.04955
2.66454, 2.09718
2.72354, 2.14357
2.78254, 2.18954
2.84154, 2.23572
2.90053, 2.28302
2.95953, 2.32899
3.01853, 2.37503
3.07753, 2.42149
3.13653, 2.46788
3.19553, 2.51483
3.25453, 2.56108
3.31353, 2.60698
3.37253, 2.65323
3.43152, 2.70061
3.49052, 2.74643
3.54952, 2.79254
3.60852, 2.83964
3.66752, 2.88617
3.72652, 2.93228
3.78511, 2.97805
3.84452, 3.02435
3.90352, 3.07173
3.96251, 3.11784
3.99854, 3.15602
