# bineado, alfa: 0.2, 0.4, 0.6, 0.8
-3.539500 0.000000 0.000000 0.000000 0.000000
-3.538500 0.000000 0.000000 0.000000 0.000000
-3.537500 0.000000 0.000000 0.000000 0.000000
-3.536500 0.000000 0.000000 0.000000 0.000000
-3.535500 0.000000 0.000000 0.000000 0.000000
-3.534500 0.000000 0.000000 0.000000 0.000000
-3.533500 0.000000 0.000000 0.000000 0.000000
-3.532500 0.000817 0.000000 0.000000 0.000000
-3.531500 0.001634 0.000000 0.000000 0.000000
-3.530500 0.007353 0.000000 0.000000 0.000000
-3.529500 0.012255 0.000000 0.000000 0.000000
-3.528500 0.022059 0.000000 0.000000 0.000000
-3.527500 0.025327 0.000000 0.000000 0.000000
-3.526500 0.045752 0.000000 0.000000 0.000000
-3.525500 0.072712 0.000000 0.000000 0.000000
-3.524500 0.078431 0.000000 0.000000 0.000000
-3.523500 0.091503 0.000000 0.000000 0.000000
-3.522500 0.087418 0.000000 0.000000 0.000000
-3.521500 0.087418 0.000000 0.000000 0.000000
-3.520500 0.087418 0.000000 0.000000 0.000000
-3.519500 0.076797 0.000000 0.000000 0.000000
-3.518500 0.076797 0.000000 0.000000 0.000000
-3.517500 0.056373 0.000000 0.000000 0.000000
-3.516500 0.049837 0.000000 0.000000 0.000000
-3.515500 0.034314 0.000000 0.000000 0.000000
-3.514500 0.024510 0.000000 0.000000 0.000000
-3.513500 0.022876 0.000000 0.000000 0.000000
-3.512500 0.015523 0.000000 0.000000 0.000000
-3.511500 0.009804 0.000000 0.000000 0.000000
-3.510500 0.003268 0.000000 0.000000 0.000000
-3.509500 0.004085 0.000000 0.000000 0.000000
-3.508500 0.003268 0.000000 0.000000 0.000000
-3.507500 0.000817 0.000000 0.000000 0.000000
-3.506500 0.000000 0.003837 0.000000 0.000000
-3.505500 0.000817 0.017652 0.000000 0.000000
-3.504500 0.000000 0.062932 0.000000 0.000000
-3.503500 0.000817 0.108979 0.000000 0.000000
-3.502500 0.000000 0.180353 0.000000 0.000000
-3.501500 0.000000 0.166539 0.000000 0.000000
-3.500500 0.000000 0.143515 0.000000 0.000000
-3.499500 0.000000 0.118956 0.000000 0.000000
-3.498500 0.000000 0.084421 0.023364 0.000000
-3.497500 0.000000 0.049885 0.119159 0.000000
-3.496500 0.000000 0.029163 0.215732 0.029030
-3.495500 0.000000 0.020721 0.236760 0.122231
-3.494500 0.000000 0.006140 0.183022 0.130634
-3.493500 0.000000 0.003837 0.126947 0.093965
-3.492500 0.000000 0.000767 0.047508 0.119939
-3.491500 0.000000 0.000000 0.028816 0.165775
-3.490500 0.000000 0.000000 0.012461 0.156608
-3.489500 0.000000 0.000000 0.004673 0.101604
-3.488500 0.000000 0.000767 0.000779 0.046600
-3.487500 0.000000 0.000000 0.000779 0.022154
-3.486500 0.000000 0.001535 0.000000 0.007639
-3.485500 0.000000 0.000000 0.000000 0.003056
-3.484500 0.000000 0.000000 0.000000 0.000764
-3.483500 0.000000 0.000000 0.000000 0.000000
-3.482500 0.000000 0.000000 0.000000 0.000000
-3.481500 0.000000 0.000000 0.000000 0.000000
-3.480500 0.000000 0.000000 0.000000 0.000000
