,ppm,exp,pred
0,49.0,6.7614,6.763470083031966
1,48.0,6.761570000000001,6.766436271005654
2,47.0,6.7691300000000005,6.760066057613134
3,46.0,6.76928,6.763504967054498
4,45.0,6.77685,6.773727121326389
5,44.0,6.784420000000001,6.777524133396489
6,43.0,6.78643,6.785481204803545
7,42.0,6.79957,6.790416477942183
8,41.0,6.800000000000001,6.795903704112312
9,40.0,6.80693,6.801982299672043
10,39.0,6.81508,6.808741872720581
11,38.0,6.83118,6.8162893087826815
12,37.0,6.83916,6.824752501346147
13,36.0,6.84582,6.834284794968826
14,35.0,6.85965,6.845070165658511
15,34.0,6.868510000000001,6.857329083619618
16,33.0,6.87749,6.871324874135906
17,32.0,6.89445,6.88737020093208
18,31.0,6.91054,6.905833034798373
19,30.0,6.92991,6.927141140080932
20,29.0,6.95349,6.951783730250385
21,28.0,6.9770900000000005,6.987634550988229
22,27.0,7.00159,7.0203413121912055
23,26.0,7.03368,7.058631204215447
24,25.0,7.06714,7.109369316015851
25,24.0,7.112920000000001,7.15948924846741
26,23.0,7.16053,7.216464192929868
27,22.0,7.22459,7.280644281235863
28,21.0,7.29499,7.358975081098687
29,20.0,7.38686,7.4364655646859905
30,19.0,7.485580000000001,7.528812435307034
31,18.0,7.61793,7.618568943891792
32,17.0,7.76234,7.718985755340474
33,16.0,7.90482,7.820663506434041
34,15.0,8.03073,7.916686988124461
35,14.0,8.127030000000001,8.017120150732639
36,13.0,8.202390000000001,8.112929463750412
37,12.0,8.24304,8.19085806545748
38,11.0,8.273710000000001,8.26258853491876
39,10.0,8.29962,8.322943265135041
40,9.0,8.3392,8.371457699686076
41,8.0,8.38637,8.401431351999364
42,7.0,8.42684,8.42559732106717
43,6.0,8.42306,8.425730975859247
44,5.0,8.37293,8.435908763215192
45,4.0,8.32032,8.446618075842565
46,3.0,8.29657,8.464525687262434
47,2.0,8.31025,8.49359728211861
48,1.0,8.37442,8.52948842281317
49,0.0,8.45466,8.554862114263527
50,-1.0,8.41545,8.49244023083055
51,-2.0,8.21294,8.33824968315282
52,-3.0,7.96736,8.129830172354065
53,-4.0,7.76682,7.919140687809272
54,-5.0,7.61564,7.736798207969058
55,-6.0,7.49532,7.5777833636202505
56,-7.0,7.39776,7.449969352296314
57,-8.0,7.31787,7.341971708641496
58,-9.0,7.25345,7.252830758995526
59,-10.0,7.20561,7.172152693911664
60,-11.0,7.15719,7.111028262656165
61,-12.0,7.1107700000000005,7.0643164816153305
62,-13.0,7.0792,7.018793129441819
63,-14.0,7.0466999999999995,6.984739137588947
64,-15.0,7.014620000000001,6.953016435377761
65,-16.0,6.99155,6.923722630102385
66,-17.0,6.9685500000000005,6.910622362074155
67,-18.0,6.948320000000001,6.884295494898152
68,-19.0,6.93056,6.866610637490654
69,-20.0,6.91504,6.850877933120044
70,-21.0,6.891310000000001,6.842539624590371
71,-22.0,6.88205,6.827456610374778
72,-23.0,6.8640799999999995,6.8214570221498825
73,-24.0,6.85531,6.808681751792884
74,-25.0,6.84585,6.803365809043815
75,-26.0,6.8301300000000005,6.798517378382775
76,-27.0,6.82861,6.7944994498462865
77,-28.0,6.81505,6.783061913414219
78,-29.0,6.80768,6.779407024204306
79,-30.0,6.79979,6.769007162780832
80,-31.0,6.79209,6.765815829947479
81,-32.0,6.78425,6.762937827994661
82,-33.0,6.78338,6.760276590575142
83,-34.0,6.77841,6.757810631481349
84,-35.0,6.76909,6.755521088952829
85,-36.0,6.76938,6.75339134709797
86,-37.0,6.76141,6.751406719869754
87,-38.0,6.75394,6.749554186036094
88,-39.0,6.75373,6.747822165925611
89,-40.0,6.75379,6.746200332561029
90,-41.0,6.7461,6.744679451230976
91,-42.0,6.73843,6.743251242686262
92,-43.0,6.73838,6.7419082660467575
93,-44.0,6.73838,6.740643818221902
94,-45.0,6.73836,6.739451847221762
95,-46.0,6.73035,6.738326877196979
96,-47.0,6.73071,6.737263943418746
97,-48.0,6.72299,6.73625853571245
98,-49.0,6.72303,6.735306549105175
