,ppm,exp,pred
0,49.0,10.01687,10.013816520976832
1,48.0,10.04868,10.036232562006958
2,47.0,10.07668,10.06082257261641
3,46.0,10.10634,10.087779382527703
4,45.0,10.13791,10.117297744411639
5,44.0,10.16159,10.149569424804081
6,43.0,10.20183,10.18477710343056
7,42.0,10.23786,10.223087050889795
8,41.0,10.27285,10.264640618382815
9,40.0,10.32003,10.30954465221605
10,39.0,10.36887,10.357861038023149
11,38.0,10.40723,10.409595681121509
12,37.0,10.45484,10.464687334351716
13,36.0,10.51535,10.522996785575625
14,35.0,10.57343,10.584297004723364
15,34.0,10.63665,10.648264914999391
16,33.0,10.68517,10.714475484630707
17,32.0,10.7471,10.782398825328725
18,31.0,10.8059,10.851400924409473
19,30.0,10.87039,10.920748525336844
20,29.0,10.9269,10.989618506421731
21,28.0,10.99048,11.057111894337137
22,27.0,11.05101,11.122272397778598
23,26.0,11.12576,11.184109071528171
24,25.0,11.17077,11.241622440833924
25,24.0,11.2352,11.29383315149308
26,23.0,11.30484,11.339811984298667
27,22.0,11.36069,11.378709904384937
28,21.0,11.40752,11.409786724012394
29,20.0,11.44181,11.432436953761789
30,19.0,11.47196,11.446211507471896
31,18.0,11.49554,11.450834108355794
32,17.0,11.50441,11.446211507471896
33,16.0,11.50428,11.432436953761789
34,15.0,11.48138,11.409786724012394
35,14.0,11.43853,11.378709904384937
36,13.0,11.37614,11.339811984298667
37,12.0,11.31207,11.29383315149308
38,11.0,11.24776,11.241622440833924
39,10.0,11.18429,11.184109071528171
40,9.0,11.11319,11.122272397778598
41,8.0,11.03978,11.057111894337137
42,7.0,10.97546,10.989618506421731
43,6.0,10.90073,10.920748525336844
44,5.0,10.84571,10.851400924409473
45,4.0,10.78097,10.782398825328725
46,3.0,10.72959,10.714475484630707
47,2.0,10.66965,10.648264914999391
48,1.0,10.60551,10.584297004723364
49,0.0,10.54453,10.522996785575625
50,-1.0,10.498,10.464687334351716
51,-2.0,10.44225,10.409595681121509
52,-3.0,10.39441,10.357861038023149
53,-4.0,10.34538,10.30954465221605
54,-5.0,10.29852,10.264640618382815
55,-6.0,10.25493,10.223087050889795
56,-7.0,10.21919,10.18477710343056
57,-8.0,10.17853,10.149569424804081
58,-9.0,10.1389,10.117297744411639
59,-10.0,10.10641,10.087779382527703
60,-11.0,10.08125,10.06082257261641
61,-12.0,10.04897,10.036232562006958
62,-13.0,10.02344,10.013816520976832
63,-14.0,9.99992,9.993387338152116
64,-15.0,9.98473,9.974766412802316
65,-16.0,9.96824,9.957785573668696
66,-17.0,9.95161,9.942288261567121
67,-18.0,9.92921,9.928130111550152
68,-19.0,9.92375,9.915179062305306
69,-20.0,9.90781,9.903315107933011
70,-21.0,9.89258,9.892429792214788
71,-22.0,9.88271,9.88242552951275
72,-23.0,9.86473,9.873214820721483
73,-24.0,9.86184,9.864719418052271
74,-25.0,9.85522,9.856869479384155
75,-26.0,9.84647,9.849602741726098
76,-27.0,9.83129,9.84286373406265
77,-28.0,9.83076,9.836603042423771
78,-29.0,9.81675,9.830776634260006
79,-30.0,9.8099,9.825345244898646
80,-31.0,9.80044,9.82027382576892
81,-32.0,9.79176,9.815531051982022
82,-33.0,9.78508,9.811088885521269
83,-34.0,9.78465,9.806922189551296
84,-35.0,9.76968,9.803008389035716
85,-36.0,9.76974,9.799327172831982
86,-37.0,9.75348,9.795860232610302
87,-38.0,9.75399,9.79259103424411
88,-39.0,9.75315,9.78950461768677
89,-40.0,9.73922,9.786587421743487
90,-41.0,9.73903,9.78382713054177
91,-42.0,9.73904,9.781212538881162
92,-43.0,9.73611,9.77873343399329
93,-44.0,9.72368,9.776380491561307
94,-45.0,9.72368,9.774145184132111
95,-46.0,9.72378,9.772019700305648
96,-47.0,9.70836,9.769996873305168
97,-48.0,9.70833,9.768070117723157
98,-49.0,9.70833,9.766233373402645
