,ppm,exp,pred
0,49.0,8.160070000000001,8.18008675266158
1,48.0,8.167539999999999,8.184520570732305
2,47.0,8.17211,8.181822697982264
3,46.0,8.17564,8.186893302385293
4,45.0,8.1831,8.197388610281543
5,44.0,8.19087,8.203045526977577
6,43.0,8.19865,8.212107368333996
7,42.0,8.209869999999999,8.218998725762203
8,41.0,8.21398,8.226509491946942
9,40.0,8.22913,8.234680080571186
10,39.0,8.23681,8.24358888052332
11,38.0,8.2442,8.25332599367114
12,37.0,8.25536,8.263995315375494
13,36.0,8.272210000000001,8.275717028399006
14,35.0,8.28899,8.288630593307296
15,34.0,8.305710000000001,8.302898330793697
16,33.0,8.321909999999999,8.318709701420973
17,32.0,8.33586,8.336286392102728
18,31.0,8.35499,8.35588830946171
19,30.0,8.38128,8.377820547026156
20,29.0,8.40458,8.402441319188918
21,28.0,8.42895,8.435868715371937
22,27.0,8.462579999999999,8.46696688914516
23,26.0,8.502220000000001,8.502606916052061
24,25.0,8.53604,8.548297981038115
25,24.0,8.58163,8.594169744317648
26,23.0,8.643650000000001,8.646489656815708
27,22.0,8.70035,8.70618568166578
28,21.0,8.76463,8.779544464993362
29,20.0,8.848379999999999,8.856026809460598
30,19.0,8.946259999999999,8.949169920707632
31,18.0,9.052489999999999,9.046864199369637
32,17.0,9.176490000000001,9.16087043121964
33,16.0,9.31903,9.285127086527716
34,15.0,9.451,9.415045409458566
35,14.0,9.60255,9.558503942421348
36,13.0,9.73846,9.707530840631565
37,12.0,9.880099999999999,9.84969734775289
38,11.0,10.02185,9.990771595456792
39,10.0,10.18799,10.122375290773778
40,9.0,10.357990000000001,10.23914025448699
41,8.0,10.51857,10.330744597339313
42,7.0,10.62358,10.402519002920448
43,6.0,10.60202,10.436862979141303
44,5.0,10.48767,10.458453875754799
45,4.0,10.36573,10.45986512373812
46,3.0,10.28979,10.447962705474769
47,2.0,10.27084,10.428872681827285
48,1.0,10.28268,10.403102530931422
49,0.0,10.29691,10.361332488639793
50,-1.0,10.20909,10.24739448070644
51,-2.0,9.9841,10.061542148273288
52,-3.0,9.71331,9.835529075626429
53,-4.0,9.47249,9.611501236559716
54,-5.0,9.29786,9.414266524863573
55,-6.0,9.154399999999999,9.240327671933025
56,-7.0,9.033339999999999,9.095797251168856
57,-8.0,8.93327,8.971548031754628
58,-9.0,8.851980000000001,8.866423247327457
59,-10.0,8.77303,8.77187779649821
60,-11.0,8.716660000000001,8.696080136675107
61,-12.0,8.65895,8.634606201674897
62,-13.0,8.60678,8.576789048808655
63,-14.0,8.56757,8.530289614714608
64,-15.0,8.52057,8.487708300590825
65,-16.0,8.48938,8.448867084072944
66,-17.0,8.45343,8.424251009039232
67,-18.0,8.42502,8.390785455205295
68,-19.0,8.39827,8.365311560852144
69,-20.0,8.36742,8.342479497878248
70,-21.0,8.35127,8.326393886673532
71,-22.0,8.325610000000001,8.30594540466408
72,-23.0,8.30489,8.29334652149363
73,-24.0,8.29063,8.276176240156518
74,-25.0,8.27567,8.265430707430623
75,-26.0,8.25226,8.255605560569498
76,-27.0,8.24296,8.246924889844074
77,-28.0,8.22841,8.232920712332202
78,-29.0,8.21663,8.22537186830168
79,-30.0,8.20732,8.212939266188675
80,-31.0,8.19847,8.206440414988164
81,-32.0,8.189630000000001,8.200481193753545
82,-33.0,8.18041,8.194958816975005
83,-34.0,8.17625,8.189831962085968
84,-35.0,8.164100000000001,8.18506403147079
85,-36.0,8.15742,8.180622526340086
86,-37.0,8.15307,8.176478513903291
87,-38.0,8.14454,8.17260617257199
88,-39.0,8.12705,8.168982402615315
89,-40.0,8.1353,8.165586491877328
90,-41.0,8.129819999999999,8.162399827951509
91,-42.0,8.12138,8.159405649666267
92,-43.0,8.12286,8.156588831930401
93,-44.0,8.12416,8.153935698968514
94,-45.0,8.11169,8.151433861783977
95,-46.0,8.11403,8.149072076353677
96,-47.0,8.10637,8.146840119610378
97,-48.0,8.106359999999999,8.144728680726288
98,-49.0,8.10691,8.142729265592406
