r,rdf
0.03,0.0
0.09,0.0
0.15,0.0
0.21,0.0
0.27,0.0
0.32999999999999996,0.0
0.39,0.0
0.44999999999999996,0.0
0.51,0.0
0.5700000000000001,0.0
0.6299999999999999,0.0
0.69,0.0
0.75,0.0
0.81,0.0
0.8699999999999999,0.0
0.9299999999999999,0.0
0.99,0.0
1.05,0.0
1.1099999999999999,0.0
1.17,0.0
1.23,0.0
1.29,0.0
1.3499999999999999,0.0
1.41,0.0
1.47,0.0
1.53,0.0
1.5899999999999999,0.0
1.65,0.0
1.71,0.0
1.77,0.0012478622695797708
1.8299999999999998,0.00327235164031379
1.89,0.00782486436531116
1.95,0.020400842642427676
2.01,0.057611067974677806
2.0700000000000003,0.16357762989686644
2.13,0.4078520316177373
2.19,0.8558726234554287
2.25,1.4863284365233436
2.3099999999999996,2.1405749021361773
2.37,2.546315644266841
2.4299999999999997,2.6174326844214604
2.49,2.3550891859591974
2.55,1.9204177438074748
2.61,1.4576050950900845
2.67,1.0750258159649364
2.7299999999999995,0.7792785266875094
2.79,0.5739500847079468
2.8499999999999996,0.44146917077371767
2.91,0.36475938133124103
2.9699999999999998,0.3232632176133853
3.0300000000000002,0.3154532907928792
3.09,0.34022606013469303
3.15,0.3944222837098829
3.21,0.4863370874280079
3.2699999999999996,0.6103388673218041
3.33,0.7580776477573659
3.3899999999999997,0.9081025407306431
3.45,1.015626585384293
3.51,1.0904181477111725
3.57,1.1728509561005402
3.63,1.2463743351978467
3.6899999999999995,1.3191739610847812
3.75,1.3743579841622977
3.8099999999999996,1.4170450131563248
3.87,1.4417477379431463
3.9299999999999997,1.453563308957214
3.9899999999999998,1.4443554053174634
4.05,1.4166652920196365
4.109999999999999,1.3796841282831473
4.17,1.3278337814912498
4.23,1.270116466522118
4.29,1.2110998489780485
4.35,1.1492190488744474
4.41,1.0931487995178886
4.47,1.0404974607719015
4.529999999999999,0.9927943808274589
4.59,0.9487611038451315
4.65,0.9144603300257206
4.71,0.8820531754439747
4.77,0.85917765857461
4.83,0.8422097267828568
4.89,0.8294464978723495
4.949999999999999,0.8222185173004187
5.01,0.8181949441105634
5.07,0.8218157267491395
5.13,0.8290016935781191
5.1899999999999995,0.8448951771456998
5.25,0.8647988448018595
5.31,0.888236928314693
5.369999999999999,0.9150411044644996
5.43,0.9477464769033477
5.49,0.980116714154192
5.55,1.014748072096309
5.609999999999999,1.0431799789493015
5.67,1.070968934583136
5.73,1.089927346899237
5.789999999999999,1.0737431015422627
5.85,1.0454797731818892
5.91,1.0110972905081865
5.97,0.9716562520014446
