r,rdf
0.03,0.0
0.09,0.0
0.15,0.0
0.21,0.0
0.27,0.0
0.32999999999999996,0.0
0.39,0.0
0.44999999999999996,0.0
0.51,0.0
0.5700000000000001,0.0
0.6299999999999999,0.0
0.69,0.0
0.75,0.0
0.81,0.0
0.8699999999999999,0.0
0.9299999999999999,0.0
0.99,0.0
1.05,0.0
1.1099999999999999,0.0
1.17,0.0
1.23,0.0
1.29,0.0
1.3499999999999999,0.0
1.41,0.0
1.47,0.0
1.53,0.0
1.5899999999999999,0.0
1.65,0.0
1.71,0.0
1.77,0.0001734689501080826
1.8299999999999998,0.000762722649602776
1.89,0.0022364908304882015
1.95,0.008582610317251087
2.01,0.03393256427018054
2.0700000000000003,0.12689831768316118
2.13,0.3902950282792448
2.19,0.9431927578315003
2.25,1.7989184603344892
2.3099999999999996,2.7127012297527866
2.37,3.259069744050623
2.4299999999999997,3.221919190884431
2.49,2.683535846278665
2.55,1.9304245097986699
2.61,1.236423267159246
2.67,0.7275046762194785
2.7299999999999995,0.3937427722905566
2.79,0.20182745057264365
2.8499999999999996,0.09921044446465305
2.91,0.04773805037424001
2.9699999999999998,0.0224029945704025
3.0300000000000002,0.011132270680053662
3.09,0.0072746167389688915
3.15,0.008766602366500103
3.21,0.01676258726576146
3.2699999999999996,0.0383852310827695
3.33,0.0847897203046505
3.3899999999999997,0.16610570758741539
3.45,0.28937994157435426
3.51,0.46505240231621225
3.57,0.7021078779900941
3.63,1.0046195171583514
3.6899999999999995,1.3495696616657709
3.75,1.7065825494263762
3.8099999999999996,2.029000310336542
3.87,2.2544543508958244
3.9299999999999997,2.3630294781421406
3.9899999999999998,2.3382707100031634
4.05,2.184653320861571
4.109999999999999,1.9752117869766348
4.17,1.7424750487646459
4.23,1.545794445037439
4.29,1.4206275376311037
4.35,1.3780594910792066
4.41,1.400868178792362
4.47,1.4593166162802422
4.529999999999999,1.5152370494857175
4.59,1.5391135477273359
4.65,1.508991863586557
4.71,1.4134547697573314
4.77,1.2629666722649069
4.83,1.073664691136299
4.89,0.8762499005755703
4.949999999999999,0.6885277711356645
5.01,0.5299881034643364
5.07,0.4156144632551629
5.13,0.34521595373418934
5.1899999999999995,0.32011519212911066
5.25,0.3317192057986989
5.31,0.37063542837589536
5.369999999999999,0.4265558229612403
5.43,0.4872615066596978
5.49,0.549909114620832
5.55,0.6049463471112091
5.609999999999999,0.246594781726957
5.67,0.2536992071691897
5.73,0.3663057408297724
5.789999999999999,0.4979802272325421
5.85,0.6370968468236493
5.91,0.7668333526361437
5.97,0.8703195508820198
