r,rdf
0.03,0.0
0.09,0.0
0.15,0.0
0.21,0.0
0.27,0.0
0.32999999999999996,0.0
0.39,0.0
0.44999999999999996,0.0
0.51,0.0
0.5700000000000001,0.0
0.6299999999999999,0.0
0.69,0.0
0.75,0.0
0.81,0.0
0.8699999999999999,0.0
0.9299999999999999,0.0
0.99,0.0
1.05,0.0
1.1099999999999999,0.0
1.17,0.0
1.23,0.0
1.29,0.0
1.3499999999999999,0.0
1.41,0.0
1.47,0.0
1.53,0.0
1.5899999999999999,0.0
1.65,0.0
1.71,0.0
1.77,0.00017961854870066378
1.8299999999999998,0.0006469324679437871
1.89,0.0019849508855504343
1.95,0.007806534432685227
2.01,0.032391516581344114
2.0700000000000003,0.11821785919806423
2.13,0.3733204671439316
2.19,0.9225679727424922
2.25,1.778365434573421
2.3099999999999996,2.6898454107348115
2.37,3.22641175699006
2.4299999999999997,3.1763018012943056
2.49,2.6648994163949866
2.55,1.9509960690754147
2.61,1.293564029390155
2.67,0.8089560092523435
2.7299999999999995,0.4791927959037492
2.79,0.28098556089920956
2.8499999999999996,0.16663863810543983
2.91,0.10277508904799738
2.9699999999999998,0.07231260366598641
3.0300000000000002,0.060199871455844114
3.09,0.06652241123558006
3.15,0.09492828894822597
3.21,0.15069805363823416
3.2699999999999996,0.24882573777844658
3.33,0.3961395085922726
3.3899999999999997,0.5793938505093456
3.45,0.7654903069610727
3.51,0.9446714222283678
3.57,1.1380843994129322
3.63,1.3316331968565542
3.6899999999999995,1.5108357538966735
3.75,1.6560991079006158
3.8099999999999996,1.76939413173519
3.87,1.826480683806731
3.9299999999999997,1.8408761867818033
3.9899999999999998,1.798994037672408
4.05,1.7220452694065187
4.109999999999999,1.6149848391936068
4.17,1.4962341460316764
4.23,1.37130729270035
4.29,1.256144538839583
4.35,1.15579923233042
4.41,1.065660372124001
4.47,0.9950328078954517
4.529999999999999,0.9408174526244618
4.59,0.9035575567700632
4.65,0.8724042551975706
4.71,0.8519504488330207
4.77,0.8405031822048232
4.83,0.8313882379597117
4.89,0.8256679558958289
4.949999999999999,0.8229821069644186
5.01,0.8222153049026744
5.07,0.8266793177717884
5.13,0.8353373076632129
5.1899999999999995,0.8452535099518645
5.25,0.8638778134658051
5.31,0.8820809806219031
5.369999999999999,0.9102390462942909
5.43,0.9400199022369045
5.49,0.9755416793780101
5.55,1.0133226811303335
5.609999999999999,1.0485030571705674
5.67,1.0682651325474537
5.73,1.0623582721873703
5.789999999999999,1.047988857725515
5.85,1.0183329043255813
5.91,0.9764227538894603
5.97,0.9220689326501997
