r,rdf
0.03,0.0
0.09,0.0
0.15,0.0
0.21,0.0
0.27,0.0
0.32999999999999996,0.0
0.39,0.0
0.44999999999999996,0.0
0.51,0.0
0.5700000000000001,0.0
0.6299999999999999,0.0
0.69,0.0
0.75,0.0
0.81,0.0
0.8699999999999999,0.0
0.9299999999999999,0.0
0.99,0.0
1.05,0.0
1.1099999999999999,0.0
1.17,0.0
1.23,0.0
1.29,0.0
1.3499999999999999,0.0
1.41,0.0
1.47,0.0
1.53,0.0
1.5899999999999999,0.0
1.65,0.0
1.71,0.0
1.77,5.75917564675346e-05
1.8299999999999998,0.00017702604039232433
1.89,0.0009308507040471465
1.95,0.00427058594266516
2.01,0.02118186146098481
2.0700000000000003,0.09099805559548553
2.13,0.32144183139713256
2.19,0.8745701002002283
2.25,1.7991543093875615
2.3099999999999996,2.8568907140071746
2.37,3.4939215994895103
2.4299999999999997,3.426389729864281
2.49,2.768569062713295
2.55,1.8921360399909304
2.61,1.1326738132876217
2.67,0.6119597868008075
2.7299999999999995,0.3017955843213415
2.79,0.13917257027898536
2.8499999999999996,0.06111612692824838
2.91,0.026129960152183437
2.9699999999999998,0.011385226667483712
3.0300000000000002,0.0047422080511406684
3.09,0.0026322335092786964
3.15,0.0034785379117717764
3.21,0.008693256659986761
3.2699999999999996,0.023446443601100705
3.33,0.057141249455331486
3.3899999999999997,0.12464425034445742
3.45,0.2355972851890948
3.51,0.4072823780009159
3.57,0.6557741065767401
3.63,0.980101509738063
3.6899999999999995,1.3734824780482542
3.75,1.7865026792465362
3.8099999999999996,2.1555402667307897
3.87,2.4140615754699852
3.9299999999999997,2.511417456631614
3.9899999999999998,2.4431669431750933
4.05,2.2379890408388903
4.109999999999999,1.9454031597744201
4.17,1.6518380791042098
4.23,1.4297715324366418
4.29,1.3139624876974032
4.35,1.3058815515151856
4.41,1.3797982333033776
4.47,1.4894133724987224
4.529999999999999,1.5864092614865997
4.59,1.6311159441381733
4.65,1.592552982191198
4.71,1.4732975164816235
4.77,1.2859023447228541
4.83,1.0577879480456966
4.89,0.8257403962682455
4.949999999999999,0.6144347813503209
5.01,0.446874725091329
5.07,0.3357109975637067
5.13,0.2786296609601944
5.1899999999999995,0.2718399537133179
5.25,0.3022171688231965
5.31,0.35972587329536343
5.369999999999999,0.43289640725170486
5.43,0.507208613933525
5.49,0.5721877343220513
5.55,0.5715692131806615
5.609999999999999,0.17338955585280819
5.67,0.238641111055239
5.73,0.36077772680718295
5.789999999999999,0.5102734408397143
5.85,0.668882424738004
5.91,0.8192746350978434
5.97,0.9355388587505605
