x,E,D
0.203125,0.44764141682310465,6.255073425107365e-12
0.5625,0.455486358058707,1.3613532264811353e-11
0.890625,0.3530637471255848,4.0543684241565663e-10
1.5,0.29055091306426295,3.571699572729701e-09
2.0,0.2958132953339561,3.768086620142905e-09
2.5,0.2933288341637494,5.189266522625744e-09
3.28125,0.3084150987427688,4.795180770920884e-09
3.75,0.2943821819292091,8.493167523599656e-09
